Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource,PathogenType,in_gibb_etal,in_empres_i
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9711,Halichoerus grypus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,phocidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9715,Mirounga leonina,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,phocidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9716,Mirounga angustirostris,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,phocidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9720,Phoca vitulina,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,phocidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9728,Delphinus delphis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,delphinidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9731,Globicephala melas,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,delphinidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9739,Tursiops truncatus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,delphinidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9793,Equus asinus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,equidae,perissodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9796,Equus caballus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,equidae,perissodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9798,Equus przewalskii,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9823,Sus scrofa,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,suidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9825,Sus scrofa,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,suidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9837,Camelus bactrianus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9838,Camelus dromedarius,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,camelidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9913,Bos taurus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),9925,Capra hircus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),10060,Ondatra zibethicus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),10090,Mus musculus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),10116,Rattus norvegicus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),13214,Pionus menstruus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,psittacidae,psittaciformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),13245,Regulus satrapa,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,regulidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),13746,Uria aalge,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,alcidae,charadriiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),27608,Cephalorhynchus eutropia,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,delphinidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),27614,Phocoena spinipinnis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,phocoenidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),27634,Artibeus lituratus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),27660,Sturnira lilium,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),28680,Anas acuta,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),28681,Larus canus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),28689,Alca torda,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,alcidae,charadriiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),28701,Fratercula arctica,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,alcidae,charadriiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),28702,Fratercula corniculata,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,alcidae,charadriiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),28711,Uria lomvia,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,alcidae,charadriiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),28727,Cyanocitta cristata,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,corvidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),29073,Ursus maritimus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,ursidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30382,Alopochen aegyptiaca,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30385,Aythya americana,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30387,Netta rufina,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30390,Ardea cinerea,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,ardeidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30397,Buteo buteo,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,accipitridae,accipitriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30399,Necrosyrtes monachus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,accipitridae,accipitriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30415,Grus japonensis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,gruidae,gruiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30423,Coloeus monedula,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30455,Fulmarus glacialis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,procellariidae,procellariiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30457,Pygoscelis papua,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,spheniscidae,sphenisciformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30461,Bubo bubo,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,strigidae,strigiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30466,Rhynchotus rufescens,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,tinamidae,struthioniformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30521,Bos grunniens,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30538,Vicugna pacos,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30548,Mephitis mephitis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,mephitidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),30549,Mustela,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),31919,Numenius arquata,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,scolopacidae,charadriiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),32536,Acinonyx jubatus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,felidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),33614,Coragyps atratus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,cathartidae,cathartiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),33616,Gymnogyps californianus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,cathartidae,cathartiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),33618,Pelecanus erythrorhynchos,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,pelecanidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),34880,Nyctereutes procyonoides,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,canidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),34924,Pica pica,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,corvidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),35669,Larus argentatus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),36247,Gyps fulvus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,accipitridae,accipitriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),36249,Corvus macrorhynchos,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,corvidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),36255,Fringilla montifringilla,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),36275,Leiothrix lutea,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,leiotrichidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),36288,Zoothera dauma,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,turdidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),36299,Zosterops japonicus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,zosteropidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),36300,Pelecanus crispus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,pelecanidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),36305,Strix uralensis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,strigidae,strigiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),36723,Mustela erminea,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,mustelidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37032,Suricata suricatta,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,herpestidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37036,Larus dominicanus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,laridae,charadriiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37039,Gavia immer,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,gaviidae,gaviiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37042,Fregata magnificens,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,fregatidae,suliformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37043,Pelecanus occidentalis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,pelecanidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37046,Nannopterum brasilianum,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37050,Podiceps auritus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,podicipedidae,podicipediformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37051,Ardenna gravis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,procellariidae,procellariiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37057,macronectes giganteus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37190,Arctocephalus gazella,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,otariidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37578,Morus bassanus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,sulidae,suliformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),37601,Chloris chloris,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),40157,Lonchura striata,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,estrildidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),40177,Alectoris barbara,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,phasianidae,galliformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),40217,Junco hyemalis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,passerellidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),40228,Artibeus obscurus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),40230,Artibeus planirostris,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),40817,Grus nigricollis,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,gruidae,gruiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),40818,Grus monacha,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,gruidae,gruiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),41691,Cygnus melancoryphus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),42806,Anas,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),43150,Hirundo rustica,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,hirundinidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),43455,Cathartes aura,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,cathartidae,cathartiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),43518,milvus milvus,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Alphainfluenzavirus influenzae (H7N9),2955291,High,Influenza (H7N9 avian influenza),44389,Passerella iliaca,insthoviricetes,articulavirales,orthomyxoviridae,alphainfluenzavirus,chordata,aves,passerellidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
