disease_name,disease_name_clean,vector_species,vector_species_clean,vector_group,vector_group_clean,best_evidence_level,best_evidence_basis,record_sources,source_count,supporting_row_count,locations_summary,sources_summary,notes_summary,has_lit_review,has_efsa
West Nile fever,west nile fever,Anopheles atroparvus,anopheles atroparvus,mosquito,mosquito,candidate,review,lit_review,1,1,Europe,Bellini et al. 2014,field-collected example,TRUE,FALSE
West Nile fever,west nile fever,Anopheles maculipennis s.s.,anopheles maculipennis s s,mosquito,mosquito,candidate,review,lit_review,1,1,Europe,Bellini et al. 2014,field-collected example,TRUE,FALSE
West Nile fever,west nile fever,Anopheles plumbeus,anopheles plumbeus,mosquito,mosquito,candidate,review,lit_review,1,2,northeastern France (Beaumont),Martinet et al. 2019; Martinet et al. 2023,infected but did not transmit; tested competent; role uncertain,TRUE,FALSE
West Nile fever,west nile fever,Coquillettidia linealis,coquillettidia linealis,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Coquillettidia perturbans,coquillettidia perturbans,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Coquillettidia richiardii,coquillettidia richiardii,mosquito,mosquito,candidate,review,lit_review,1,1,Europe,Bellini et al. 2014,field-collected example,TRUE,FALSE
West Nile fever,west nile fever,Culex annulirostris,culex annulirostris,mosquito,mosquito,confirmed,field+lab,EFSA; lit_review,2,2,Australia; not specified,EFSA Appendix G; Jansen et al. 2013,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; principal vector,TRUE,TRUE
West Nile fever,west nile fever,Culex australicus,culex australicus,mosquito,mosquito,candidate,field,lit_review,1,1,Australia,Jansen et al. 2013,field isolate; secondary vector,TRUE,FALSE
West Nile fever,west nile fever,Culex bitaeniorhynchus,culex bitaeniorhynchus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex erythrothorax,culex erythrothorax,mosquito,mosquito,probable,lab,EFSA; lit_review,2,2,California USA; not specified,EFSA Appendix G; Goddard et al. 2002,bridge potential; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,TRUE,TRUE
West Nile fever,west nile fever,Culex gelidus,culex gelidus,mosquito,mosquito,candidate,lab,EFSA; lit_review,2,2,northern Australia; not specified,EFSA Appendix G; Jansen et al. 2013,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; introduced lab vector,TRUE,TRUE
West Nile fever,west nile fever,Culex incidens,culex incidens,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex modestus,culex modestus,mosquito,mosquito,confirmed,review,EFSA; lit_review,2,8,Europe; France; Italy; Greece; not specified,Bellini et al. 2014; EFSA Appendix G; Engler et al. 2013; Ferraguti 2024; Gray and Webb 2014; Hernandez-Triana et al. 2014; Martinet et al. 2019; Vogels et al. 2017,efficient vector; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; historical vector in France; important vector species; locally important vector; primary vector in Europe; regional role; to a lesser extent,TRUE,TRUE
West Nile fever,west nile fever,Culex molestus,culex molestus,mosquito,mosquito,candidate,review,lit_review,1,1,Australia,Jansen et al. 2013,potential vector,TRUE,FALSE
West Nile fever,west nile fever,Culex neavei group,culex neavei group,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex nigripalpus,culex nigripalpus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex perexiguus,culex perexiguus,mosquito,mosquito,confirmed,review,lit_review,1,2,Europe; Spain,Engler et al. 2013; Ferraguti 2024,primary vector in Europe; WNV-positive pools,TRUE,FALSE
West Nile fever,west nile fever,Culex pervigilans,culex pervigilans,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex pipiens,culex pipiens,mosquito,mosquito,confirmed,review,EFSA; lit_review,2,6,Europe; Italy; Greece; northeastern France (Machault; Maine; Verzy); not specified,EFSA Appendix G; Engler et al. 2013; Ferraguti 2024; Hernandez-Triana et al. 2014; Martinet et al. 2023; Vogels et al. 2017,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; important vector species; main vector; most important vector; primary vector in Europe; WNV-positive pools,TRUE,TRUE
West Nile fever,west nile fever,Culex pipiens biotype molestus,culex pipiens biotype molestus,mosquito,mosquito,probable,review,EFSA; lit_review,2,2,France; The Netherlands; Switzerland; Germany; not specified,EFSA Appendix G; Martinet et al. 2019,competent for lineages 1 and 2; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,TRUE,TRUE
West Nile fever,west nile fever,Culex pipiens biotype molestus x Culex quinquefasciatus,culex pipiens biotype molestus x culex quinquefasciatus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,mosquito,mosquito,probable,review,EFSA; lit_review,2,2,France; The Netherlands; Switzerland; Germany; not specified,EFSA Appendix G; Martinet et al. 2019,competent for lineages 1 and 2; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,TRUE,TRUE
West Nile fever,west nile fever,Culex pipiens biotype pipiens x Culex quinquefasciatus,culex pipiens biotype pipiens x culex quinquefasciatus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex pipiens biotype pipiens x biotype molestus,culex pipiens biotype pipiens x biotype molestus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex pipiens pipiens,culex pipiens pipiens,mosquito,mosquito,probable,lab,lit_review,1,1,California USA,Goddard et al. 2002,enzootic vector candidate,TRUE,FALSE
West Nile fever,west nile fever,Culex pipiens quinquefasciatus,culex pipiens quinquefasciatus,mosquito,mosquito,candidate,lab,lit_review,1,1,California USA,Goddard et al. 2002,variable populations,TRUE,FALSE
West Nile fever,west nile fever,Culex pipiens s.l.,culex pipiens s l,mosquito,mosquito,confirmed,review,EFSA; lit_review,2,2,Europe; not specified,Bellini et al. 2014; EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; major vector role,TRUE,TRUE
West Nile fever,west nile fever,Culex pipiens/restuans,culex pipiens restuans,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex quinquefasciatus,culex quinquefasciatus,mosquito,mosquito,probable,field+lab,EFSA; lit_review,2,2,Australia; not specified,EFSA Appendix G; Jansen et al. 2013,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; primary enzootic candidate,TRUE,TRUE
West Nile fever,west nile fever,Culex restuans,culex restuans,mosquito,mosquito,probable,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex salinarius,culex salinarius,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex sitiens,culex sitiens,mosquito,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,2,coastal Australia; not specified,EFSA Appendix G; Jansen et al. 2013,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; poor lab vector; regional candidate,TRUE,TRUE
West Nile fever,west nile fever,Culex spp.,culex spp,mosquito,mosquito,confirmed,review,lit_review,1,1,global,Gray and Webb 2014,primary vectors,TRUE,FALSE
West Nile fever,west nile fever,Culex squamosus,culex squamosus,mosquito,mosquito,candidate,field,lit_review,1,1,northern Queensland,Jansen et al. 2013,regional candidate,TRUE,FALSE
West Nile fever,west nile fever,Culex stigmatosoma,culex stigmatosoma,mosquito,mosquito,probable,lab,EFSA; lit_review,2,2,California USA; not specified,EFSA Appendix G; Goddard et al. 2002,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; urban settings,TRUE,TRUE
West Nile fever,west nile fever,Culex tarsalis,culex tarsalis,mosquito,mosquito,confirmed,review,EFSA; lit_review,2,3,California USA; North America; not specified,EFSA Appendix G; Goddard et al. 2002; Gray and Webb 2014,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; major vector; primary role,TRUE,TRUE
West Nile fever,west nile fever,Culex thriambus,culex thriambus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culex torrentium,culex torrentium,mosquito,mosquito,probable,review,EFSA; lit_review,2,3,France; The Netherlands; Switzerland; Germany; Germany; not specified,EFSA Appendix G; Martinet et al. 2019; Vogels et al. 2017,competent for lineages 1 and 2; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; infection and dissemination only,TRUE,TRUE
West Nile fever,west nile fever,Culex univittatus,culex univittatus,mosquito,mosquito,probable,efsa_appendix_g,EFSA; lit_review,2,2,Europe; not specified,Bellini et al. 2014; EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; field-collected example,TRUE,TRUE
West Nile fever,west nile fever,Culex vansomereni,culex vansomereni,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Culiseta inornata,culiseta inornata,mosquito,mosquito,candidate,lab,EFSA; lit_review,2,2,California USA; not specified,EFSA Appendix G; Goddard et al. 2002,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; minor role,TRUE,TRUE
West Nile fever,west nile fever,Culiseta melanura,culiseta melanura,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Ochlerotatus caspius,ochlerotatus caspius,mosquito,mosquito,weak,field,lit_review,1,1,Italy,Engler et al. 2013,WNV-positive pools,TRUE,FALSE
West Nile fever,west nile fever,Ochlerotatus dorsalis,ochlerotatus dorsalis,mosquito,mosquito,candidate,lab,lit_review,1,1,California USA,Goddard et al. 2002,secondary role questioned,TRUE,FALSE
West Nile fever,west nile fever,Ochlerotatus melanimon,ochlerotatus melanimon,mosquito,mosquito,candidate,lab,lit_review,1,1,California USA,Goddard et al. 2002,secondary role questioned,TRUE,FALSE
West Nile fever,west nile fever,Ochlerotatus sierrensis,ochlerotatus sierrensis,mosquito,mosquito,weak,lab,lit_review,1,1,California USA,Goddard et al. 2002,probably not vector,TRUE,FALSE
West Nile fever,west nile fever,Verrallina carmenti,verrallina carmenti,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Verrallina funerea,verrallina funerea,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Verrallina lineato,verrallina lineato,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
Yellow fever,yellow fever,Aedes aegypti,aedes aegypti,mosquito,mosquito,confirmed,review,lit_review,1,5,Africa; Caribbean; South America; Caribbean; global; sub-Saharan Africa,"(Braack et al., 2018); (Gabiane et al., 2024); (Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022); (Shinde et al., 2022)",main urban vector; lab competence; principal urban vector; urban cycle; urban vector,TRUE,FALSE
Yellow fever,yellow fever,Aedes africanus,aedes africanus,mosquito,mosquito,confirmed,review,lit_review,1,4,Africa; sub-Saharan Africa; tropical Africa,"(Braack et al., 2018); (Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022); (Shinde et al., 2022)",major sylvatic vector; primary sylvatic vector; principal sylvatic vector; sylvatic cycle,TRUE,FALSE
Yellow fever,yellow fever,Aedes albopictus,aedes albopictus,mosquito,mosquito,confirmed,lab,lit_review,1,4,"Ananindeua, Para, Brazil; global; sub-Saharan Africa","(Braack et al., 2018); (Damasceno-Caldeira et al., 2023); (Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022)",bridge vector; experimental transmission; potential bridge vector; experimental transmission; table-listed,TRUE,FALSE
Yellow fever,yellow fever,Aedes bromeliae,aedes bromeliae,mosquito,mosquito,confirmed,review,lit_review,1,2,Africa,"(Gabiane, Yen and Failloux, 2022); (Shinde et al., 2022)",bridge vector; semi-domestic vector,TRUE,FALSE
Yellow fever,yellow fever,Aedes centropunctatus,aedes centropunctatus,mosquito,mosquito,candidate,review,lit_review,1,1,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,TRUE,FALSE
Yellow fever,yellow fever,Aedes dalzieli,aedes dalzieli,mosquito,mosquito,candidate,review,lit_review,1,1,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,TRUE,FALSE
Yellow fever,yellow fever,Aedes furcifer,aedes furcifer,mosquito,mosquito,confirmed,review,lit_review,1,3,Africa; sub-Saharan Africa,"(Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022); (Shinde et al., 2022)",major sylvatic/bridge vector; positive only; semi-domestic vector,TRUE,FALSE
Yellow fever,yellow fever,Aedes furcifer-taylori,aedes furcifer taylori,mosquito,mosquito,confirmed,review,lit_review,1,2,Africa; tropical Africa,"(Braack et al., 2018); (Shinde et al., 2022)",implicated; primary sylvatic vector,TRUE,FALSE
Yellow fever,yellow fever,Aedes keniensis,aedes keniensis,mosquito,mosquito,confirmed,review,lit_review,1,1,Africa,"(Gabiane, Yen and Failloux, 2022)",bridge vector,TRUE,FALSE
Yellow fever,yellow fever,Aedes luteocephalis,aedes luteocephalis,mosquito,mosquito,confirmed,review,lit_review,1,1,Africa,"(Shinde et al., 2022)",semi-domestic vector,TRUE,FALSE
Yellow fever,yellow fever,Aedes luteocephalus,aedes luteocephalus,mosquito,mosquito,confirmed,review,lit_review,1,3,Africa; sub-Saharan Africa,"(Braack et al., 2018); (Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022)",major sylvatic vector; primary sylvatic vector; sylvatic cycle,TRUE,FALSE
Yellow fever,yellow fever,Aedes mcintoshi,aedes mcintoshi,mosquito,mosquito,candidate,review,lit_review,1,1,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,TRUE,FALSE
Yellow fever,yellow fever,Aedes metallicus,aedes metallicus,mosquito,mosquito,confirmed,review,lit_review,1,1,Africa,"(Braack et al., 2018)",primary sylvatic vector,TRUE,FALSE
Yellow fever,yellow fever,Aedes opok,aedes opok,mosquito,mosquito,confirmed,review,lit_review,1,3,Africa; sub-Saharan Africa,"(Braack et al., 2018); (Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022)",major sylvatic vector; primary sylvatic vector; sylvatic cycle,TRUE,FALSE
Yellow fever,yellow fever,Aedes scapularis,aedes scapularis,mosquito,mosquito,candidate,field,lit_review,1,1,southeastern Brazil,"(Abreu et al., 2019)",potential local/secondary role,TRUE,FALSE
Yellow fever,yellow fever,Aedes simpsoni,aedes simpsoni,mosquito,mosquito,confirmed,review,lit_review,1,2,sub-Saharan Africa; tropical Africa,"(Oyono et al., 2022); (Shinde et al., 2022)",implicated; sylvatic cycle,TRUE,FALSE
Yellow fever,yellow fever,Aedes simpsoni complex,aedes simpsoni complex,mosquito,mosquito,candidate,review,lit_review,1,1,Africa,"(Braack et al., 2018)",table-listed,TRUE,FALSE
Yellow fever,yellow fever,Aedes taeniorhynchus,aedes taeniorhynchus,mosquito,mosquito,candidate,field,lit_review,1,1,"coastal lowlands, southeastern Brazil","(Abreu et al., 2019)",first natural infection; local role,TRUE,FALSE
Yellow fever,yellow fever,Aedes taylori,aedes taylori,mosquito,mosquito,confirmed,review,lit_review,1,2,Africa; sub-Saharan Africa,"(Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022)",major sylvatic vector; sylvatic cycle,TRUE,FALSE
Yellow fever,yellow fever,Aedes vittatus,aedes vittatus,mosquito,mosquito,confirmed,review,lit_review,1,4,Africa; sub-Saharan Africa; tropical Africa,"(Braack et al., 2018); (Gabiane, Yen and Failloux, 2022); (Oyono et al., 2022); (Shinde et al., 2022)",bridge vector; implicated; primary sylvatic vector; sylvatic cycle,TRUE,FALSE
Yellow fever,yellow fever,Anopheles funestus,anopheles funestus,mosquito,mosquito,candidate,review,lit_review,1,1,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,TRUE,FALSE
Yellow fever,yellow fever,Haemagogus capricorni,haemagogus capricorni,mosquito,mosquito,probable,review,lit_review,1,1,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,TRUE,FALSE
Yellow fever,yellow fever,Haemagogus equines,haemagogus equines,mosquito,mosquito,probable,review,lit_review,1,1,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,TRUE,FALSE
Yellow fever,yellow fever,Haemagogus janthinomys,haemagogus janthinomys,mosquito,mosquito,confirmed,field,lit_review,1,4,South America; South America; Caribbean; southeastern Brazil; Trinidad,"(Abreu et al., 2019); (Braack et al., 2018); (Gabiane, Yen and Failloux, 2022); (Shinde et al., 2022)",primary vector; sylvatic cycle; sylvatic vector,TRUE,FALSE
Yellow fever,yellow fever,Haemagogus leucocelaenus,haemagogus leucocelaenus,mosquito,mosquito,confirmed,field,lit_review,1,3,South America; South America; Caribbean; southeastern Brazil,"(Abreu et al., 2019); (Braack et al., 2018); (Shinde et al., 2022)",primary vector; sylvatic cycle; sylvatic vector,TRUE,FALSE
Yellow fever,yellow fever,Haemagogus mesodentatus,haemagogus mesodentatus,mosquito,mosquito,probable,review,lit_review,1,1,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,TRUE,FALSE
Yellow fever,yellow fever,Haemagogus spegazzinii,haemagogus spegazzinii,mosquito,mosquito,probable,review,lit_review,1,1,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,TRUE,FALSE
Yellow fever,yellow fever,Haemagogus spegazzinni,haemagogus spegazzinni,mosquito,mosquito,probable,review,lit_review,1,1,South America,"(Shinde et al., 2022)",sylvatic vector,TRUE,FALSE
Yellow fever,yellow fever,Sabethes albipivus,sabethes albipivus,mosquito,mosquito,confirmed,review,lit_review,1,1,South America,"(Shinde et al., 2022)",experimental competence,TRUE,FALSE
Yellow fever,yellow fever,Sabethes chloropterus,sabethes chloropterus,mosquito,mosquito,confirmed,review,lit_review,1,4,South America; South America; Caribbean; southeastern Brazil; Trinidad,"(Abreu et al., 2019); (Braack et al., 2018); (Gabiane, Yen and Failloux, 2022); (Shinde et al., 2022)",potential local/secondary role; sylvatic cycle; sylvatic vector,TRUE,FALSE
Yellow fever,yellow fever,Sabethes cyaneus,sabethes cyaneus,mosquito,mosquito,probable,review,lit_review,1,1,South America,"(Shinde et al., 2022)",sylvatic vector,TRUE,FALSE
Yellow fever,yellow fever,Sabethes soperi,sabethes soperi,mosquito,mosquito,probable,review,lit_review,1,1,South America,"(Shinde et al., 2022)",sylvatic vector,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes aegypti,aedes aegypti,mosquito,mosquito,confirmed,review,lit_review,1,11,French Polynesia; global; worldwide,"(Delrieu et al., 2023); Bisia et al. 2023; Delrieu et al. 2023; Dodson et al. 2018; Epelboin et al. 2017; Evans et al. 2017 Table 1; Gardner et al. 2017; Gutierrez-Bugallo et al. 2019; Lourenco-de-Oliveira and Failloux 2017; Richard et al. 2016",known vector; late transmission; main vector; one of two species covered; positive control; transmitted; primary vector; urban cycle,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes africanus,aedes africanus,mosquito,mosquito,probable,review,lit_review,1,4,Africa; Uganda; Central African Republic,Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019,model predicted; sylvatic cycle,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes albopictus,aedes albopictus,mosquito,mosquito,confirmed,review,lit_review,1,9,Europe; global; worldwide,"(Delrieu et al., 2023); Bisia et al. 2023; Delrieu et al. 2023; Epelboin et al. 2017; Evans et al. 2017 Table 1; Gardner et al. 2017; Gutierrez-Bugallo et al. 2019; Schulz and Becker 2018",competent at 26-28 C only; competent; field isolate; known vector; mixed experimental findings; potential major vector; secondary vector,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes apicoargenteus,aedes apicoargenteus,mosquito,mosquito,candidate,review,lit_review,1,3,,Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,field infection; infected only once,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes bromeliae,aedes bromeliae,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes camptorhynchus,aedes camptorhynchus,mosquito,mosquito,probable,review,lit_review,1,4,Australia,Bisia et al. 2023; Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,lab transmission; local secondary vector; secondary cases,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes dalzieli,aedes dalzieli,mosquito,mosquito,probable,review,lit_review,1,3,Africa; Senegal,Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,field infection; sylvatic cycle,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes detritus,aedes detritus,mosquito,mosquito,probable,review,lit_review,1,1,temperate regions,Bisia et al. 2023,secondary vector at higher temperature,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes flavicolis,aedes flavicolis,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes flavicollis,aedes flavicollis,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes fowleri,aedes fowleri,mosquito,mosquito,candidate,review,lit_review,1,1,Senegal,Epelboin et al. 2017,field infection,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes furcifer,aedes furcifer,mosquito,mosquito,confirmed,review,lit_review,1,4,Africa; Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019,field infection; known vector; sylvatic cycle,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes grahamii,aedes grahamii,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes hensilli,aedes hensilli,mosquito,mosquito,confirmed,review,lit_review,1,6,"Yap; Yap Island; Yap Island, Federated States of Micronesia","(Ledermann et al., 2014); Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019; Ledermann et al. 2014",known vector; outbreak-associated; no confirmed transmission; probable outbreak vector; probable vector; probable vector; no field isolate,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes hirsutus,aedes hirsutus,mosquito,mosquito,candidate,review,lit_review,1,3,,Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,field infection; infected only once,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes jamoti,aedes jamoti,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes japonicus,aedes japonicus,mosquito,mosquito,probable,review,lit_review,1,1,temperate regions,Bisia et al. 2023,secondary vector at higher temperature,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes luteocephalus,aedes luteocephalus,mosquito,mosquito,confirmed,review,lit_review,1,4,Africa; Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019,known vector; saliva positive; sylvatic cycle,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes metallicus,aedes metallicus,mosquito,mosquito,candidate,review,lit_review,1,2,Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1,field infection; model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes minutus,aedes minutus,mosquito,mosquito,candidate,review,lit_review,1,2,Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1,field infection; model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes neoafricanus,aedes neoafricanus,mosquito,mosquito,candidate,review,lit_review,1,2,Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1,field infection; model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes notoscriptus,aedes notoscriptus,mosquito,mosquito,probable,review,lit_review,1,4,Australia,Bisia et al. 2023; Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,lab transmission; local secondary vector; secondary cases,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes occidentalis,aedes occidentalis,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes opok,aedes opok,mosquito,mosquito,candidate,review,lit_review,1,2,Central African Republic,Epelboin et al. 2017; Evans et al. 2017 Table 1,field infection; model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes polynesiensis,aedes polynesiensis,mosquito,mosquito,candidate,review,lit_review,1,4,French Polynesia,Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019; Richard et al. 2016,model predicted; no infectious saliva; outbreak-associated; no confirmed transmission,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes scapularis,aedes scapularis,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes scutellaris,aedes scutellaris,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes serratus,aedes serratus,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes taeniarostris,aedes taeniarostris,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE
