matched_who_host,vector_species_analysis,vector_species_needs_review,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,record_count
Sturnus vulgaris,Culex modestus,FALSE,9172,aves,passeriformes,sturnidae,Culex modestus,VectorMap,BloodMealMap,blood_meal,Czechia,,1
Sturnus vulgaris,Culex pipiens,FALSE,9172,aves,passeriformes,sturnidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Czechia; United Kingdom; Unites States,,8
Sturnus vulgaris,Culex quinquefasciatus,FALSE,9172,aves,passeriformes,sturnidae,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sturnus vulgaris,Culex restuans,FALSE,9172,aves,passeriformes,sturnidae,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sturnus vulgaris,Culex stigmatosoma,FALSE,9172,aves,passeriformes,sturnidae,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sturnus vulgaris,Culex tarsalis,FALSE,9172,aves,passeriformes,sturnidae,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,6
Sturnus vulgaris,Culex territans,FALSE,9172,aves,passeriformes,sturnidae,Culex territans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sturnus vulgaris,Culex thriambus,FALSE,9172,aves,passeriformes,sturnidae,Culex thriambus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sturnus vulgaris,Culiseta melanura,FALSE,9172,aves,passeriformes,sturnidae,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sturnus vulgaris,Culiseta morsitans,FALSE,9172,aves,passeriformes,sturnidae,Culiseta morsitans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sturnus vulgaris,Haemaphysalis leporispalustris,FALSE,9172,aves,passeriformes,sturnidae,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,17
Suncus murinus,Aedes albopictus,FALSE,9378,mammalia,eulipotyphla,soricidae,Aedes albopictus,VectorMap,BloodMealMap,blood_meal,Japan,,1
Suncus murinus,Xenopsylla cheopis,FALSE,9378,mammalia,eulipotyphla,soricidae,Xenopsylla cheopis,VectorMap,FleaMap,on_host_occurrence,Indonesia,,14
Suricata suricatta,Ctenocephalides felis,FALSE,37032,mammalia,carnivora,herpestidae,Ctenocephalides felis,VectorMap,FleaMap,on_host_occurrence,South Africa,,1
Suricata suricatta,Echidnophaga gallinacea,FALSE,37032,mammalia,carnivora,herpestidae,Echidnophaga gallinacea,VectorMap,FleaMap,on_host_occurrence,Botswana; South Africa,,110
Suricata suricatta,Haemaphysalis leachi,FALSE,37032,mammalia,carnivora,herpestidae,Haemaphysalis leachi,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Suricata suricatta,Nuttalliella namaqua,FALSE,37032,mammalia,carnivora,herpestidae,Nuttalliella namaqua,VectorMap,TickMap,on_host_occurrence,Namibia,,1
Suricata suricatta,Rhipicephalus theileri,FALSE,37032,mammalia,carnivora,herpestidae,Rhipicephalus theileri,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Sus scrofa,Aedes aegypti,FALSE,9823,mammalia,artiodactyla,suidae,Aedes aegypti,VectorMap,BloodMealMap,blood_meal,Thailand,,1
Sus scrofa,Aedes albopictus,FALSE,9823,mammalia,artiodactyla,suidae,Aedes albopictus,VectorMap,BloodMealMap,blood_meal,Malaysia; Singapore,,2
Sus scrofa,Aedes aureostriatus,FALSE,9823,mammalia,artiodactyla,suidae,Aedes aureostriatus,VectorMap,BloodMealMap,blood_meal,Japan,,1
Sus scrofa,Aedes bancroftianus,FALSE,9823,mammalia,artiodactyla,suidae,Aedes bancroftianus,VectorMap,BloodMealMap,blood_meal,Australia,,1
Sus scrofa,Aedes vexans,FALSE,9823,mammalia,artiodactyla,suidae,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Hungary; Japan; Serbia; Unites States,,7
Sus scrofa,Amblyomma americanum,FALSE,9823,mammalia,artiodactyla,suidae,Amblyomma americanum,VectorMap,TickMap,on_host_occurrence,United States of America,,113
Sus scrofa,Amblyomma auricularium,FALSE,9823,mammalia,artiodactyla,suidae,Amblyomma auricularium,VectorMap,TickMap,on_host_occurrence,United States of America,,18
Sus scrofa,Amblyomma cajennense,FALSE,9823,mammalia,artiodactyla,suidae,Amblyomma cajennense,VectorMap,TickMap,on_host_occurrence,United States of America,,71
Sus scrofa,Amblyomma hebraeum,FALSE,9823,mammalia,artiodactyla,suidae,Amblyomma hebraeum,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Sus scrofa,Amblyomma maculatum,FALSE,9823,mammalia,artiodactyla,suidae,Amblyomma maculatum,VectorMap,TickMap,on_host_occurrence,Peru; United States of America,,200
Sus scrofa,Amblyomma paulopunctatum,FALSE,9823,mammalia,artiodactyla,suidae,Amblyomma paulopunctatum,VectorMap,TickMap,on_host_occurrence,Angola,,2
Sus scrofa,Amblyomma pomposum,FALSE,9823,mammalia,artiodactyla,suidae,Amblyomma pomposum,VectorMap,TickMap,on_host_occurrence,Angola,,1
Sus scrofa,Anopheles annulipes,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles annulipes,VectorMap,BloodMealMap,blood_meal,Australia,,1
Sus scrofa,Anopheles arabiensis,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles arabiensis,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
Sus scrofa,Anopheles coustani,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles coustani,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
Sus scrofa,Anopheles darlingi,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles darlingi,VectorMap,BloodMealMap,blood_meal,Peru,,1
Sus scrofa,Anopheles freeborni,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles freeborni,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Sus scrofa,Anopheles funestus,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles funestus,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
Sus scrofa,Anopheles gambiae,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles gambiae,VectorMap,BloodMealMap,blood_meal,Kenya; Madagascar,,2
Sus scrofa,Anopheles lesteri,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles lesteri,VectorMap,BloodMealMap,blood_meal,Japan,,1
Sus scrofa,Anopheles maculipalpis,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles maculipalpis,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
Sus scrofa,Anopheles mascarensis,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles mascarensis,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
Sus scrofa,Anopheles punctipennis,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles punctipennis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sus scrofa,Anopheles quadrimaculatus,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles quadrimaculatus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sus scrofa,Anopheles rufipes,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles rufipes,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
Sus scrofa,Anopheles saperoi,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles saperoi,VectorMap,BloodMealMap,blood_meal,Japan,,1
Sus scrofa,Anopheles squamosus,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles squamosus,VectorMap,BloodMealMap,blood_meal,Madagascar,,1
Sus scrofa,Anopheles superpictus,FALSE,9823,mammalia,artiodactyla,suidae,Anopheles superpictus,VectorMap,BloodMealMap,blood_meal,Iran,,1
Sus scrofa,Armigeres subalbatus,FALSE,9823,mammalia,artiodactyla,suidae,Armigeres subalbatus,VectorMap,BloodMealMap,blood_meal,Japan,,1
Sus scrofa,Coquillettidia venezuelensis,FALSE,9823,mammalia,artiodactyla,suidae,Coquillettidia venezuelensis,VectorMap,BloodMealMap,blood_meal,Panama,,1
Sus scrofa,Culex annulirostris,FALSE,9823,mammalia,artiodactyla,suidae,Culex annulirostris,VectorMap,BloodMealMap,blood_meal,Australia; Papua New Guinea,,12
Sus scrofa,Culex bitaeniorhynchus,FALSE,9823,mammalia,artiodactyla,suidae,Culex bitaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India,,1
Sus scrofa,Culex fuscocephala,FALSE,9823,mammalia,artiodactyla,suidae,Culex fuscocephala,VectorMap,BloodMealMap,blood_meal,India,,1
Sus scrofa,Culex gelidus,FALSE,9823,mammalia,artiodactyla,suidae,Culex gelidus,VectorMap,BloodMealMap,blood_meal,India; Malaysia; Singapore,,5
Sus scrofa,Culex mimeticus,FALSE,9823,mammalia,artiodactyla,suidae,Culex mimeticus,VectorMap,BloodMealMap,blood_meal,Japan,,3
Sus scrofa,Culex pipiens,FALSE,9823,mammalia,artiodactyla,suidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Serbia; Unites States,,4
Sus scrofa,Culex pseudovishnui,FALSE,9823,mammalia,artiodactyla,suidae,Culex pseudovishnui,VectorMap,BloodMealMap,blood_meal,India,,1
Sus scrofa,Culex quinquefasciatus,FALSE,9823,mammalia,artiodactyla,suidae,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Australia; India; Malaysia; Mexico; Singapore; Unites States,,6
Sus scrofa,Culex ryukyensis,FALSE,9823,mammalia,artiodactyla,suidae,Culex ryukyensis,VectorMap,BloodMealMap,blood_meal,Japan,,1
Sus scrofa,Culex salinarius,FALSE,9823,mammalia,artiodactyla,suidae,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sus scrofa,Culex sitiens,FALSE,9823,mammalia,artiodactyla,suidae,Culex sitiens,VectorMap,BloodMealMap,blood_meal,Singapore,,1
Sus scrofa,Culex tarsalis,FALSE,9823,mammalia,artiodactyla,suidae,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,4
Sus scrofa,Culex tritaeniorhynchus,FALSE,9823,mammalia,artiodactyla,suidae,Culex tritaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India; Singapore,,5
Sus scrofa,Culex vishnui,FALSE,9823,mammalia,artiodactyla,suidae,Culex vishnui,VectorMap,BloodMealMap,blood_meal,India; Singapore,,3
Sus scrofa,Culiseta inornata,FALSE,9823,mammalia,artiodactyla,suidae,Culiseta inornata,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Sus scrofa,Culiseta melanura,FALSE,9823,mammalia,artiodactyla,suidae,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sus scrofa,Deinocerites cancer,FALSE,9823,mammalia,artiodactyla,suidae,Deinocerites cancer,VectorMap,BloodMealMap,blood_meal,Panama,,1
Sus scrofa,Deinocerites epitedeus,FALSE,9823,mammalia,artiodactyla,suidae,Deinocerites epitedeus,VectorMap,BloodMealMap,blood_meal,Panama,,1
Sus scrofa,Dermacentor Variabilis,FALSE,9823,mammalia,artiodactyla,suidae,Dermacentor Variabilis,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Sus scrofa,Dermacentor halli,FALSE,9823,mammalia,artiodactyla,suidae,Dermacentor halli,VectorMap,TickMap,on_host_occurrence,United States of America,,5
Sus scrofa,Dermacentor marginatus,FALSE,9823,mammalia,artiodactyla,suidae,Dermacentor marginatus,VectorMap,TickMap,on_host_occurrence,Morocco,,3
Sus scrofa,Dermacentor nitens,FALSE,9823,mammalia,artiodactyla,suidae,Dermacentor nitens,VectorMap,TickMap,on_host_occurrence,Peru,,1
Sus scrofa,Dermacentor variabilis,FALSE,9823,mammalia,artiodactyla,suidae,Dermacentor variabilis,VectorMap,TickMap,on_host_occurrence,United States of America,,212
Sus scrofa,Ficalbia ichiromiyagii,FALSE,9823,mammalia,artiodactyla,suidae,Ficalbia ichiromiyagii,VectorMap,BloodMealMap,blood_meal,Japan,,1
Sus scrofa,Hyalomma aegyptium,FALSE,9823,mammalia,artiodactyla,suidae,Hyalomma aegyptium,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Sus scrofa,Hyalomma excavatum,FALSE,9823,mammalia,artiodactyla,suidae,Hyalomma excavatum,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Sus scrofa,Hyalomma lusitanicum,FALSE,9823,mammalia,artiodactyla,suidae,Hyalomma lusitanicum,VectorMap,TickMap,on_host_occurrence,Morocco,,2
Sus scrofa,Hyalomma marginatum,FALSE,9823,mammalia,artiodactyla,suidae,Hyalomma marginatum,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Sus scrofa,Hyalomma truncatum,FALSE,9823,mammalia,artiodactyla,suidae,Hyalomma truncatum,VectorMap,TickMap,on_host_occurrence,Sudan,,1
Sus scrofa,Ixodes ricinus,FALSE,9823,mammalia,artiodactyla,suidae,Ixodes ricinus,VectorMap,TickMap,on_host_occurrence,Morocco,,2
Sus scrofa,Ixodes scapularis,FALSE,9823,mammalia,artiodactyla,suidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States of America,,29
Sus scrofa,Mansonia indubitans,FALSE,9823,mammalia,artiodactyla,suidae,Mansonia indubitans,VectorMap,BloodMealMap,blood_meal,Panama,,1
Sus scrofa,Mansonia titillans,FALSE,9823,mammalia,artiodactyla,suidae,Mansonia titillans,VectorMap,BloodMealMap,blood_meal,Panama,,1
Sus scrofa,Mansonia uniformis,FALSE,9823,mammalia,artiodactyla,suidae,Mansonia uniformis,VectorMap,BloodMealMap,blood_meal,Nigeria,,1
Sus scrofa,Ornithodoros erraticus,FALSE,9823,mammalia,artiodactyla,suidae,Ornithodoros erraticus,VectorMap,TickMap,on_host_occurrence,Morocco,,2
Sus scrofa,Ornithodoros turicata,FALSE,9823,mammalia,artiodactyla,suidae,Ornithodoros turicata,VectorMap,TickMap,on_host_occurrence,Mexico; United States,,7
Sus scrofa,Psorophora cingulata,FALSE,9823,mammalia,artiodactyla,suidae,Psorophora cingulata,VectorMap,BloodMealMap,blood_meal,Panama,,1
Sus scrofa,Psorophora columbiae,FALSE,9823,mammalia,artiodactyla,suidae,Psorophora columbiae,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sus scrofa,Psorophora confinnis,FALSE,9823,mammalia,artiodactyla,suidae,Psorophora confinnis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sus scrofa,Psorophora cyanescens,FALSE,9823,mammalia,artiodactyla,suidae,Psorophora cyanescens,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sus scrofa,Psorophora discolor,FALSE,9823,mammalia,artiodactyla,suidae,Psorophora discolor,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sus scrofa,Psorophora ferox,FALSE,9823,mammalia,artiodactyla,suidae,Psorophora ferox,VectorMap,BloodMealMap,blood_meal,Panama; Unites States,,2
Sus scrofa,Rhipicephalus bursa,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus bursa,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Sus scrofa,Rhipicephalus complanatus,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus complanatus,VectorMap,TickMap,on_host_occurrence,"Angola; Congo, The Democratic Republic of The",,3
Sus scrofa,Rhipicephalus compositus,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus compositus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Sus scrofa,Rhipicephalus congolensis,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus congolensis,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,5
Sus scrofa,Rhipicephalus evertsi,TRUE,9823,mammalia,artiodactyla,suidae,Rhipicephalus evertsi mimeticus,VectorMap,TickMap,on_host_occurrence,Angola,,1
Sus scrofa,Rhipicephalus longus,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus longus,VectorMap,TickMap,on_host_occurrence,"Angola; Congo, The Democratic Republic of The",,7
Sus scrofa,Rhipicephalus lunulatus,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus lunulatus,VectorMap,TickMap,on_host_occurrence,Angola,,4
Sus scrofa,Rhipicephalus pravus,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus pravus,VectorMap,TickMap,on_host_occurrence,Angola; Sudan,,2
Sus scrofa,Rhipicephalus sanguineus,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus sanguineus,VectorMap,TickMap,on_host_occurrence,Angola; Peru; Sudan,,3
Sus scrofa,Rhipicephalus simus,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus simus,VectorMap,TickMap,on_host_occurrence,Angola; Sudan,,2
Sus scrofa,Rhipicephalus tricuspis,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus tricuspis,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Sus scrofa,Rhipicephalus ziemanni,FALSE,9823,mammalia,artiodactyla,suidae,Rhipicephalus ziemanni,VectorMap,TickMap,on_host_occurrence,Angola; Cote D'Ivoire,,2
Sylvia atricapilla,Culex perexiguus,FALSE,48155,aves,passeriformes,sylviidae,Culex perexiguus,VectorMap,BloodMealMap,blood_meal,Israel,,1
Sylvia atricapilla,Culex pipiens,FALSE,48155,aves,passeriformes,sylviidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Czechia; Israel,,2
Sylvilagus floridanus,Aedes aegypti,FALSE,9988,mammalia,lagomorpha,leporidae,Aedes aegypti,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sylvilagus floridanus,Aedes albopictus,FALSE,9988,mammalia,lagomorpha,leporidae,Aedes albopictus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sylvilagus floridanus,Aedes vexans,FALSE,9988,mammalia,lagomorpha,leporidae,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Sylvilagus floridanus,Amblyomma americanum,FALSE,9988,mammalia,lagomorpha,leporidae,Amblyomma americanum,VectorMap,TickMap,on_host_occurrence,United States of America,,152
Sylvilagus floridanus,Ctenocephalides canis,FALSE,9988,mammalia,lagomorpha,leporidae,Ctenocephalides canis,VectorMap,FleaMap,on_host_occurrence,United States,,17
Sylvilagus floridanus,Culex cedecei,FALSE,9988,mammalia,lagomorpha,leporidae,Culex cedecei,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,United States; Unites States,,453
Sylvilagus floridanus,Culex iolambdis,FALSE,9988,mammalia,lagomorpha,leporidae,Culex iolambdis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sylvilagus floridanus,Culex quinquefasciatus,FALSE,9988,mammalia,lagomorpha,leporidae,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sylvilagus floridanus,Culex restuans,FALSE,9988,mammalia,lagomorpha,leporidae,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sylvilagus floridanus,Culex salinarius,FALSE,9988,mammalia,lagomorpha,leporidae,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Sylvilagus floridanus,Dermacentor variabilis,FALSE,9988,mammalia,lagomorpha,leporidae,Dermacentor variabilis,VectorMap,TickMap,on_host_occurrence,United States of America,,60
Sylvilagus floridanus,Haemaphysalis leporispalustris,FALSE,9988,mammalia,lagomorpha,leporidae,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,475
Sylvilagus floridanus,Ixodes affinis,FALSE,9988,mammalia,lagomorpha,leporidae,Ixodes affinis,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Sylvilagus floridanus,Ixodes cookei,FALSE,9988,mammalia,lagomorpha,leporidae,Ixodes cookei,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,9
Sylvilagus floridanus,Ixodes dentatus,FALSE,9988,mammalia,lagomorpha,leporidae,Ixodes dentatus,VectorMap,TickMap,on_host_occurrence,United States of America,,104
Sylvilagus floridanus,Ixodes diversifossus,FALSE,9988,mammalia,lagomorpha,leporidae,Ixodes diversifossus,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Sylvilagus floridanus,Ixodes muris,FALSE,9988,mammalia,lagomorpha,leporidae,Ixodes muris,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Sylvilagus floridanus,Ixodes scapularis,FALSE,9988,mammalia,lagomorpha,leporidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,Mexico; United States; United States of America,,29
Sylvilagus floridanus,Ixodes texanus,FALSE,9988,mammalia,lagomorpha,leporidae,Ixodes texanus,VectorMap,TickMap,on_host_occurrence,United States of America,,4
Syncerus caffer,Amblyomma astrion,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma astrion,VectorMap,TickMap,on_host_occurrence,"Angola; Congo, The Democratic Republic of The",,12
Syncerus caffer,Amblyomma cohaerens,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma cohaerens,VectorMap,TickMap,on_host_occurrence,"Angola; Congo, The Democratic Republic of The; Sudan; Tanzania, United Republic of; Uganda",,39
Syncerus caffer,Amblyomma eburneum,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma eburneum,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Tanzania, United Republic of",,5
Syncerus caffer,Amblyomma hebraeum,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma hebraeum,VectorMap,TickMap,on_host_occurrence,South Africa; Zimbabwe,,3
Syncerus caffer,Amblyomma lepidum,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma lepidum,VectorMap,TickMap,on_host_occurrence,Sudan; Zambia,,4
Syncerus caffer,Amblyomma nuttalli,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma nuttalli,VectorMap,TickMap,on_host_occurrence,Benin,,1
Syncerus caffer,Amblyomma paulopunctatum,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma paulopunctatum,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,1
Syncerus caffer,Amblyomma pomposum,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma pomposum,VectorMap,TickMap,on_host_occurrence,Zambia,,2
Syncerus caffer,Amblyomma rhinocerotis,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma rhinocerotis,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Syncerus caffer,Amblyomma sparsum,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma sparsum,VectorMap,TickMap,on_host_occurrence,Zambia,,1
Syncerus caffer,Amblyomma splendidum,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma splendidum,VectorMap,TickMap,on_host_occurrence,"Angola; Benin; Central African Republic; Congo, The Democratic Republic of The; Cote D'Ivoire; Uganda",,29
Syncerus caffer,Amblyomma tholloni,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma tholloni,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,2
Syncerus caffer,Amblyomma variegatum,FALSE,9970,mammalia,artiodactyla,bovidae,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,"Benin; Burkina Faso; Cameroon; Congo, The Democratic Republic of The; Sudan; Uganda; Zambia",,16
Syncerus caffer,Anopheles gambiae,FALSE,9970,mammalia,artiodactyla,bovidae,Anopheles gambiae,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Syncerus caffer,Dermacentor rhinocerinus,FALSE,9970,mammalia,artiodactyla,bovidae,Dermacentor rhinocerinus,VectorMap,TickMap,on_host_occurrence,"Tanzania, United Republic of",,1
Syncerus caffer,Haemaphysalis aciculifer,FALSE,9970,mammalia,artiodactyla,bovidae,Haemaphysalis aciculifer,VectorMap,TickMap,on_host_occurrence,Kenya,,4
Syncerus caffer,Haemaphysalis leachi,FALSE,9970,mammalia,artiodactyla,bovidae,Haemaphysalis leachi,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Syncerus caffer,Haemaphysalis paraleachi,FALSE,9970,mammalia,artiodactyla,bovidae,Haemaphysalis paraleachi,VectorMap,TickMap,on_host_occurrence,Kenya,,2
Syncerus caffer,Haemaphysalis parmata,FALSE,9970,mammalia,artiodactyla,bovidae,Haemaphysalis parmata,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,2
Syncerus caffer,Haemaphysalis silacea,FALSE,9970,mammalia,artiodactyla,bovidae,Haemaphysalis silacea,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Syncerus caffer,Hyalomma rufipes,FALSE,9970,mammalia,artiodactyla,bovidae,Hyalomma rufipes,VectorMap,TickMap,on_host_occurrence,Sudan; Zambia; Zimbabwe,,5
Syncerus caffer,Hyalomma truncatum,FALSE,9970,mammalia,artiodactyla,bovidae,Hyalomma truncatum,VectorMap,TickMap,on_host_occurrence,Sudan; Zambia,,4
Syncerus caffer,Ixodes cavipalpus,FALSE,9970,mammalia,artiodactyla,bovidae,Ixodes cavipalpus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Syncerus caffer,Ixodes cumulatimpunctatus,FALSE,9970,mammalia,artiodactyla,bovidae,Ixodes cumulatimpunctatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Tanzania, United Republic of",,3
Syncerus caffer,Rhipicephalus appendiculatus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Malawi; Rwanda; South Africa; Tanzania, United Republic of",,11
Syncerus caffer,Rhipicephalus bequaerti,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus bequaerti,VectorMap,TickMap,on_host_occurrence,Kenya; Rwanda,,2
Syncerus caffer,Rhipicephalus capensis,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus capensis,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,9
Syncerus caffer,Rhipicephalus cliffordi,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus cliffordi,VectorMap,TickMap,on_host_occurrence,Central African Republic,,4
Syncerus caffer,Rhipicephalus complanatus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus complanatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,2
Syncerus caffer,Rhipicephalus compositus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus compositus,VectorMap,TickMap,on_host_occurrence,"Angola; Congo, The Democratic Republic of The; Kenya; Malawi; Mozambique; Sudan; Zambia",,33
Syncerus caffer,Rhipicephalus decoloratus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus decoloratus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Malawi; South Africa",,5
Syncerus caffer,Rhipicephalus dux,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus dux,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,10
Syncerus caffer,Rhipicephalus evertsi,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus evertsi evertsi,VectorMap,TickMap,on_host_occurrence,South Africa; Zimbabwe,,3
Syncerus caffer,Rhipicephalus evertsi,TRUE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus evertsi mimeticus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Syncerus caffer,Rhipicephalus glabroscutatum,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus glabroscutatum,VectorMap,TickMap,on_host_occurrence,South Africa,,1
