"","disease","type","name1","id","tag","name2","species","subregions","accu","ID","ID2"
"11317","mobala","hosts","mastomys_praomys_1_subs_11_14_15_17_18","NT3IL6hKxHtj","X:\DRtemp\temp\disease_analyses/mastomys_praomys_1_subs_11_14_15_17_18","mastomys_praomys_1;11_14_15_17_18;","mastomys_praomys","11_14_15_17_18",14,"mobala;mastomys_praomys;11_14_15_17_18","mobala;mastomys_praomys"
"11318","bunyamwera","hosts","mastomys_stenocephalemys_1_subs_11_14_15_17_18","IHdGny8lzhC5","X:\DRtemp\temp\disease_analyses/mastomys_stenocephalemys_1_subs_11_14_15_17_18","mastomys_stenocephalemys_1;11_14_15_17_18;","mastomys_stenocephalemys","11_14_15_17_18",14,"bunyamwera;mastomys_stenocephalemys;11_14_15_17_18","bunyamwera;mastomys_stenocephalemys"
"11337","bunyamwera","hosts","micaelamys_aethomys_1_subs_11_14_15_17_18","CPLIhVBaQAOl","X:\DRtemp\temp\disease_analyses/micaelamys_aethomys_1_subs_11_14_15_17_18","micaelamys_aethomys_1;11_14_15_17_18;","micaelamys_aethomys","11_14_15_17_18",14,"bunyamwera;micaelamys_aethomys;11_14_15_17_18","bunyamwera;micaelamys_aethomys"
"11345","leptospira spp","hosts","micromys minutus_micromys minutus_1_subs_39_151_154_155","jSxpNBIWmKhy","X:\DRtemp\temp\disease_analyses/micromys minutus_micromys minutus_1_subs_39_151_154_155","micromys minutus_micromys minutus_1;39_151_154_155;","micromys minutus_micromys minutus","39_151_154_155",14,"leptospira spp;micromys minutus_micromys minutus;39_151_154_155","leptospira spp;micromys minutus_micromys minutus"
"11349","ljungan","hosts","microtus agrestis_microtus agrestis_1_subs_39_151_154_155","jyHcHNwElTrH","X:\DRtemp\temp\disease_analyses/microtus agrestis_microtus agrestis_1_subs_39_151_154_155","microtus agrestis_microtus agrestis_1;39_151_154_155;","microtus agrestis_microtus agrestis","39_151_154_155",14,"ljungan;microtus agrestis_microtus agrestis;39_151_154_155","ljungan;microtus agrestis_microtus agrestis"
"11359","cowpox","hosts","microtus_chionomys_1_subs_39_151_154_155","M1y97bFFNSs2","X:\DRtemp\temp\disease_analyses/microtus_chionomys_1_subs_39_151_154_155","microtus_chionomys_1;39_151_154_155;","microtus_chionomys","39_151_154_155",14,"cowpox;microtus_chionomys;39_151_154_155","cowpox;microtus_chionomys"
"11361","cowpox","hosts","microtus_eothenomys_1_subs_39_151_154_155","Um7kZoXSOyHs","X:\DRtemp\temp\disease_analyses/microtus_eothenomys_1_subs_39_151_154_155","microtus_eothenomys_1;39_151_154_155;","microtus_eothenomys","39_151_154_155",14,"cowpox;microtus_eothenomys;39_151_154_155","cowpox;microtus_eothenomys"
"11371","duvenhage","hosts","miniopterus schreibersii_miniopterus natalensis_1_subs_11_14_15_17_18","G0Utdnfav2TV","X:\DRtemp\temp\disease_analyses/miniopterus schreibersii_miniopterus natalensis_1_subs_11_14_15_17_18","miniopterus schreibersii_miniopterus natalensis_1;11_14_15_17_18;","miniopterus schreibersii_miniopterus natalensis","11_14_15_17_18",14,"duvenhage;miniopterus schreibersii_miniopterus natalensis;11_14_15_17_18","duvenhage;miniopterus schreibersii_miniopterus natalensis"
"11383","irkut","hosts","murina_murina_2_subs_30_143_145_161","AWJTEBWTH1a9","X:\DRtemp\temp\disease_analyses/murina_murina_2_subs_30_143_145_161","murina_murina_2;30_143_145_161;","murina_murina","30_143_145_161",14,"irkut;murina_murina;30_143_145_161","irkut;murina_murina"
"11388","bunyamwera","hosts","mus_hybomys_1_subs_11_14_15_17_18","ugruB3Jljb3P","X:\DRtemp\temp\disease_analyses/mus_hybomys_1_subs_11_14_15_17_18","mus_hybomys_1;11_14_15_17_18;","mus_hybomys","11_14_15_17_18",14,"bunyamwera;mus_hybomys;11_14_15_17_18","bunyamwera;mus_hybomys"
"11389","bunyamwera","hosts","mus_leopoldamys_1_subs_11_14_15_17_18","jdQpCNB7XiU1","X:\DRtemp\temp\disease_analyses/mus_leopoldamys_1_subs_11_14_15_17_18","mus_leopoldamys_1;11_14_15_17_18;","mus_leopoldamys","11_14_15_17_18",14,"bunyamwera;mus_leopoldamys;11_14_15_17_18","bunyamwera;mus_leopoldamys"
"11391","monkeypox","hosts","mus_niviventer_1_subs_11_14_15_17_18","tg6cuSD5OXQY","X:\DRtemp\temp\disease_analyses/mus_niviventer_1_subs_11_14_15_17_18","mus_niviventer_1;11_14_15_17_18;","mus_niviventer","11_14_15_17_18",14,"monkeypox;mus_niviventer;11_14_15_17_18","monkeypox;mus_niviventer"
"11392","monkeypox","hosts","mus_rattus_1_subs_11_14_15_17_18","kKbd1SHA8ZCz","X:\DRtemp\temp\disease_analyses/mus_rattus_1_subs_11_14_15_17_18","mus_rattus_1;11_14_15_17_18;","mus_rattus","11_14_15_17_18",14,"monkeypox;mus_rattus;11_14_15_17_18","monkeypox;mus_rattus"
"11397","ljungan","hosts","myodes glareolus_spec._1_subs_39_151_154_155","a9BgvtxT4dIP","X:\DRtemp\temp\disease_analyses/myodes glareolus_spec._1_subs_39_151_154_155","myodes glareolus_spec._1;39_151_154_155;","myodes glareolus_spec.","39_151_154_155",14,"ljungan;myodes glareolus_spec.;39_151_154_155","ljungan;myodes glareolus_spec."
"11398","puumala","hosts","myodes glareolus_spec._1_subs_39_151_154_155","At6CQ6qp6Tqi","X:\DRtemp\temp\disease_analyses/myodes glareolus_spec._1_subs_39_151_154_155","myodes glareolus_spec._1;39_151_154_155;","myodes glareolus_spec.","39_151_154_155",14,"puumala;myodes glareolus_spec.;39_151_154_155","puumala;myodes glareolus_spec."
"11404","borrelia afzelii","hosts","myodes rufocanus_myodes rufocanus_1_subs_30_154_155_161","Hd6iKWZzdQqP","X:\DRtemp\temp\disease_analyses/myodes rufocanus_myodes rufocanus_1_subs_30_154_155_161","myodes rufocanus_myodes rufocanus_1;30_154_155_161;","myodes rufocanus_myodes rufocanus","30_154_155_161",14,"borrelia afzelii;myodes rufocanus_myodes rufocanus;30_154_155_161","borrelia afzelii;myodes rufocanus_myodes rufocanus"
"11409","borrelia afzelii","hosts","myodes rutilus_spec._1_subs_30_154_155_161","MmkbIfoj1oLs","X:\DRtemp\temp\disease_analyses/myodes rutilus_spec._1_subs_30_154_155_161","myodes rutilus_spec._1;30_154_155_161;","myodes rutilus_spec.","30_154_155_161",14,"borrelia afzelii;myodes rutilus_spec.;30_154_155_161","borrelia afzelii;myodes rutilus_spec."
"11413","cowpox","hosts","myodes_lemmus_1_subs_39_151_154_155","gYouoZA2wUqg","X:\DRtemp\temp\disease_analyses/myodes_lemmus_1_subs_39_151_154_155","myodes_lemmus_1;39_151_154_155;","myodes_lemmus","39_151_154_155",14,"cowpox;myodes_lemmus;39_151_154_155","cowpox;myodes_lemmus"
"11422","aravan","hosts","myotis blythii_myotis oxygnathus_1_subs_34_143_145_161","0XHrE0E80cTp","X:\DRtemp\temp\disease_analyses/myotis blythii_myotis oxygnathus_1_subs_34_143_145_161","myotis blythii_myotis oxygnathus_1;34_143_145_161;","myotis blythii_myotis oxygnathus","34_143_145_161",14,"aravan;myotis blythii_myotis oxygnathus;34_143_145_161","aravan;myotis blythii_myotis oxygnathus"
"11428","european bat lyssa 2","hosts","myotis daubentonii_myotis petax_1_subs_39_151_154_155","Lgf3ZWrkSRF2","X:\DRtemp\temp\disease_analyses/myotis daubentonii_myotis petax_1_subs_39_151_154_155","myotis daubentonii_myotis petax_1;39_151_154_155;","myotis daubentonii_myotis petax","39_151_154_155",14,"european bat lyssa 2;myotis daubentonii_myotis petax;39_151_154_155","european bat lyssa 2;myotis daubentonii_myotis petax"
"11434","bokeloh bat lyssavirus","hosts","myotis nattereri_myotis bombinus_1_subs_39_151_154_155","vXaRSpQ5Te6S","X:\DRtemp\temp\disease_analyses/myotis nattereri_myotis bombinus_1_subs_39_151_154_155","myotis nattereri_myotis bombinus_1;39_151_154_155;","myotis nattereri_myotis bombinus","39_151_154_155",14,"bokeloh bat lyssavirus;myotis nattereri_myotis bombinus;39_151_154_155","bokeloh bat lyssavirus;myotis nattereri_myotis bombinus"
"11435","bokeloh bat lyssavirus","hosts","myotis nattereri_myotis schaubi_1_subs_39_151_154_155","5OyB6FEFQHkJ","X:\DRtemp\temp\disease_analyses/myotis nattereri_myotis schaubi_1_subs_39_151_154_155","myotis nattereri_myotis schaubi_1;39_151_154_155;","myotis nattereri_myotis schaubi","39_151_154_155",14,"bokeloh bat lyssavirus;myotis nattereri_myotis schaubi;39_151_154_155","bokeloh bat lyssavirus;myotis nattereri_myotis schaubi"
"11533","rift valley","vectors","ochlerotatus_acartomyia_2_subs_11_14_15_17_18","HDRzGWkihWrB","X:\DRtemp\temp\disease_analyses/ochlerotatus_acartomyia_2_subs_11_14_15_17_18","ochlerotatus_acartomyia_2;11_14_15_17_18;","ochlerotatus_acartomyia","11_14_15_17_18",14,"rift valley;ochlerotatus_acartomyia;11_14_15_17_18","rift valley;ochlerotatus_acartomyia"
"11563","rift valley","vectors","ochlerotatus_tanakaius_2_subs_11_14_15_17_18","k9fzn5VzrUKt","X:\DRtemp\temp\disease_analyses/ochlerotatus_tanakaius_2_subs_11_14_15_17_18","ochlerotatus_tanakaius_2;11_14_15_17_18;","ochlerotatus_tanakaius","11_14_15_17_18",14,"rift valley;ochlerotatus_tanakaius;11_14_15_17_18","rift valley;ochlerotatus_tanakaius"
"11629","babesia meri","vectors","otobius_ornithodoros_2_subs_11_14_15_17_18","LJMPxATqXZXw","X:\DRtemp\temp\disease_analyses/otobius_ornithodoros_2_subs_11_14_15_17_18","otobius_ornithodoros_2;11_14_15_17_18;","otobius_ornithodoros","11_14_15_17_18",14,"babesia meri;otobius_ornithodoros;11_14_15_17_18","babesia meri;otobius_ornithodoros"
"11648","zika","second","pan_pongo_1_subs_11_14_17_21_35","ngpPezo0MqgQ","X:\DRtemp\temp\disease_analyses/pan_pongo_1_subs_11_14_17_21_35","pan_pongo_1;11_14_17_21_35;","pan_pongo","11_14_17_21_35",14,"zika;pan_pongo;11_14_17_21_35","zika;pan_pongo"
"11649","chikungunya","hosts","pan_pongo_1_subs_11_14_17_30_35","d0wcA6oiF1XE","X:\DRtemp\temp\disease_analyses/pan_pongo_1_subs_11_14_17_30_35","pan_pongo_1;11_14_17_30_35;","pan_pongo","11_14_17_30_35",14,"chikungunya;pan_pongo;11_14_17_30_35","chikungunya;pan_pongo"
"11669","bunyamwera","hosts","pelomys_golunda_1_subs_11_14_15_17_18","bU7uqex32NMV","X:\DRtemp\temp\disease_analyses/pelomys_golunda_1_subs_11_14_15_17_18","pelomys_golunda_1;11_14_15_17_18;","pelomys_golunda","11_14_15_17_18",14,"bunyamwera;pelomys_golunda;11_14_15_17_18","bunyamwera;pelomys_golunda"
"11800","lagos bat","hosts","pteropus_rousettus_1_subs_11_14_15_17_18","pxGc1OkbqvkR","X:\DRtemp\temp\disease_analyses/pteropus_rousettus_1_subs_11_14_15_17_18","pteropus_rousettus_1;11_14_15_17_18;","pteropus_rousettus","11_14_15_17_18",14,"lagos bat;pteropus_rousettus;11_14_15_17_18","lagos bat;pteropus_rousettus"
"11806","paragonimus africanus","vectors","pterostichus_pterostichus_2_subs_11_14_15_17_18","qaNDNicV8Y9G","X:\DRtemp\temp\disease_analyses/pterostichus_pterostichus_2_subs_11_14_15_17_18","pterostichus_pterostichus_2;11_14_15_17_18;","pterostichus_pterostichus","11_14_15_17_18",14,"paragonimus africanus;pterostichus_pterostichus;11_14_15_17_18","paragonimus africanus;pterostichus_pterostichus"
"11807","yersinia pestis","vectors","pulex_pulex_1_subs_5_21_29_34_145","6jn1nrtHkoPb","X:\DRtemp\temp\disease_analyses/pulex_pulex_1_subs_5_21_29_34_145","pulex_pulex_1;5_21_29_34_145;","pulex_pulex","5_21_29_34_145",14,"yersinia pestis;pulex_pulex;5_21_29_34_145","yersinia pestis;pulex_pulex"
"11837","fasciola hepatica","vectors","radix lagotis_radix lagotis_1_subs_39_151_154_155","cERUNNGlMjUZ","X:\DRtemp\temp\disease_analyses/radix lagotis_radix lagotis_1_subs_39_151_154_155","radix lagotis_radix lagotis_1;39_151_154_155;","radix lagotis_radix lagotis","39_151_154_155",14,"fasciola hepatica;radix lagotis_radix lagotis;39_151_154_155","fasciola hepatica;radix lagotis_radix lagotis"
"11853","bunyamwera","hosts","rattus_cremnomys_1_subs_11_14_15_17_18","8rBTF01EdtrB","X:\DRtemp\temp\disease_analyses/rattus_cremnomys_1_subs_11_14_15_17_18","rattus_cremnomys_1;11_14_15_17_18;","rattus_cremnomys","11_14_15_17_18",14,"bunyamwera;rattus_cremnomys;11_14_15_17_18","bunyamwera;rattus_cremnomys"
"11857","bunyamwera","hosts","rattus_rattus_1_subs_11_14_15_17_18","Fn9UBRNY5Dji","X:\DRtemp\temp\disease_analyses/rattus_rattus_1_subs_11_14_15_17_18","rattus_rattus_1;11_14_15_17_18;","rattus_rattus","11_14_15_17_18",14,"bunyamwera;rattus_rattus;11_14_15_17_18","bunyamwera;rattus_rattus"
"11930","ravn","hosts","rousettus aegyptiacus_rousettus egyptiacus_1_subs_11_14_15_17_18","NwYIexYcaEKL","X:\DRtemp\temp\disease_analyses/rousettus aegyptiacus_rousettus egyptiacus_1_subs_11_14_15_17_18","rousettus aegyptiacus_rousettus egyptiacus_1;11_14_15_17_18;","rousettus aegyptiacus_rousettus egyptiacus","11_14_15_17_18",14,"ravn;rousettus aegyptiacus_rousettus egyptiacus;11_14_15_17_18","ravn;rousettus aegyptiacus_rousettus egyptiacus"
"11931","lagos bat","hosts","rousettus_lissonycteris_1_subs_11_14_15_17_18","eUclfFjCQmm9","X:\DRtemp\temp\disease_analyses/rousettus_lissonycteris_1_subs_11_14_15_17_18","rousettus_lissonycteris_1;11_14_15_17_18;","rousettus_lissonycteris","11_14_15_17_18",14,"lagos bat;rousettus_lissonycteris;11_14_15_17_18","lagos bat;rousettus_lissonycteris"
"12093","borrelia garinii","hosts","sus scrofa_sus scrofa_1_subs_39_151_154_155","0Y1LSQEz0WMM","X:\DRtemp\temp\disease_analyses/sus scrofa_sus scrofa_1_subs_39_151_154_155","sus scrofa_sus scrofa_1;39_151_154_155;","sus scrofa_sus scrofa","39_151_154_155",14,"borrelia garinii;sus scrofa_sus scrofa;39_151_154_155","borrelia garinii;sus scrofa_sus scrofa"
"12104","rift valley","hosts","syncerus caffer_syncerus caffer_1_subs_11_14_15_17_18","jBsbrfk0UGso","X:\DRtemp\temp\disease_analyses/syncerus caffer_syncerus caffer_1_subs_11_14_15_17_18","syncerus caffer_syncerus caffer_1;11_14_15_17_18;","syncerus caffer_syncerus caffer","11_14_15_17_18",14,"rift valley;syncerus caffer_syncerus caffer;11_14_15_17_18","rift valley;syncerus caffer_syncerus caffer"
"12106","brucella abortus","hosts","syncerus caffer_syncerus caffer_1_subs_11_14_15_17_18","V76D7rV1KLr9","X:\DRtemp\temp\disease_analyses/syncerus caffer_syncerus caffer_1_subs_11_14_15_17_18","syncerus caffer_syncerus caffer_1;11_14_15_17_18;","syncerus caffer_syncerus caffer","11_14_15_17_18",14,"brucella abortus;syncerus caffer_syncerus caffer;11_14_15_17_18","brucella abortus;syncerus caffer_syncerus caffer"
"12142","paragonimus uterobilateralis","vectors","thiara_reymondia_3_subs_11_14_15_17_18","C3h1281zUScI","X:\DRtemp\temp\disease_analyses/thiara_reymondia_3_subs_11_14_15_17_18","thiara_reymondia_3;11_14_15_17_18;","thiara_reymondia","11_14_15_17_18",14,"paragonimus uterobilateralis;thiara_reymondia;11_14_15_17_18","paragonimus uterobilateralis;thiara_reymondia"
"12143","paragonimus africanus","vectors","thiara_reymondia_3_subs_11_14_15_17_18","SDx9KJfNrs4j","X:\DRtemp\temp\disease_analyses/thiara_reymondia_3_subs_11_14_15_17_18","thiara_reymondia_3;11_14_15_17_18;","thiara_reymondia","11_14_15_17_18",14,"paragonimus africanus;thiara_reymondia;11_14_15_17_18","paragonimus africanus;thiara_reymondia"
"12179","sindbis","hosts","turdus_turdus_1_subs_39_151_154_155","g2fTLyd92i3d","X:\DRtemp\temp\disease_analyses/turdus_turdus_1_subs_39_151_154_155","turdus_turdus_1;39_151_154_155;","turdus_turdus","39_151_154_155",14,"sindbis;turdus_turdus;39_151_154_155","sindbis;turdus_turdus"
"12225","rabies","hosts","vulpes lagopus_canis lagopus_1_subs_21_154_155_161","uxdCBlHzUKI9","X:\DRtemp\temp\disease_analyses/vulpes lagopus_canis lagopus_1_subs_21_154_155_161","vulpes lagopus_canis lagopus_1;21_154_155_161;","vulpes lagopus_canis lagopus","21_154_155_161",14,"rabies;vulpes lagopus_canis lagopus;21_154_155_161","rabies;vulpes lagopus_canis lagopus"
"1520","clonorchis sinesis","vectors","carassius carassius_carassius langsdorfii_1_subs_0_30_35_145_161","b4BHh1g52KZK","X:\DRtemp\temp\disease_analyses/carassius carassius_carassius langsdorfii_1_subs_0_30_35_145_161","carassius carassius_carassius langsdorfii_1;0_30_35_145_161;","carassius carassius_carassius langsdorfii","0_30_35_145_161",15,"clonorchis sinesis;carassius carassius_carassius langsdorfii;0_30_35_145_161","clonorchis sinesis;carassius carassius_carassius langsdorfii"
"1583","francisella tularensis holarctica","vectors","chrysops_chrysops_1_subs_151_154_155_161","KNvPJZi8k8Ms","X:\DRtemp\temp\disease_analyses/chrysops_chrysops_1_subs_151_154_155_161","chrysops_chrysops_1;151_154_155_161;","chrysops_chrysops","151_154_155_161",15,"francisella tularensis holarctica;chrysops_chrysops;151_154_155_161","francisella tularensis holarctica;chrysops_chrysops"
"1651","clonorchis sinesis","vectors","ctenopharyngodon idellus_spec._1_subs_0_30_35_145_161","35bZeLzqQm9t","X:\DRtemp\temp\disease_analyses/ctenopharyngodon idellus_spec._1_subs_0_30_35_145_161","ctenopharyngodon idellus_spec._1;0_30_35_145_161;","ctenopharyngodon idellus_spec.","0_30_35_145_161",15,"clonorchis sinesis;ctenopharyngodon idellus_spec.;0_30_35_145_161","clonorchis sinesis;ctenopharyngodon idellus_spec."
"1675","usutu","vectors","culex pipiens_culex quinquefasciatus_1_subs_11_15_17_39_155","3dJVegdQBze7","X:\DRtemp\temp\disease_analyses/culex pipiens_culex quinquefasciatus_1_subs_11_15_17_39_155","culex pipiens_culex quinquefasciatus_1;11_15_17_39_155;","culex pipiens_culex quinquefasciatus","11_15_17_39_155",15,"usutu;culex pipiens_culex quinquefasciatus;11_15_17_39_155","usutu;culex pipiens_culex quinquefasciatus"
"1703","west nile","vectors","culex univittatus_culex univittatus_1_subs_11_14_15_18_145","aiYghC6WGnF7","X:\DRtemp\temp\disease_analyses/culex univittatus_culex univittatus_1_subs_11_14_15_18_145","culex univittatus_culex univittatus_1;11_14_15_18_145;","culex univittatus_culex univittatus","11_14_15_18_145",15,"west nile;culex univittatus_culex univittatus;11_14_15_18_145","west nile;culex univittatus_culex univittatus"
"1966","clonorchis sinesis","vectors","hemiculter_anabarilius_1_subs_0_30_35_145_161","AdQfUA6jxAK9","X:\DRtemp\temp\disease_analyses/hemiculter_anabarilius_1_subs_0_30_35_145_161","hemiculter_anabarilius_1;0_30_35_145_161;","hemiculter_anabarilius","0_30_35_145_161",15,"clonorchis sinesis;hemiculter_anabarilius;0_30_35_145_161","clonorchis sinesis;hemiculter_anabarilius"
"11715","leishmania donovani","vectors","phlebotomus_sergentomyia_1_subs_11_14_34_35_145","futM9fqcOOyc","X:\DRtemp\temp\disease_analyses/phlebotomus_sergentomyia_1_subs_11_14_34_35_145","phlebotomus_sergentomyia_1;11_14_34_35_145;","phlebotomus_sergentomyia","11_14_34_35_145",15,"leishmania donovani;phlebotomus_sergentomyia;11_14_34_35_145","leishmania donovani;phlebotomus_sergentomyia"
"11716","leishmania tropica","vectors","phlebotomus_sergentomyia_1_subs_11_14_34_35_145","uBsXAF7C0FHy","X:\DRtemp\temp\disease_analyses/phlebotomus_sergentomyia_1_subs_11_14_34_35_145","phlebotomus_sergentomyia_1;11_14_34_35_145;","phlebotomus_sergentomyia","11_14_34_35_145",15,"leishmania tropica;phlebotomus_sergentomyia;11_14_34_35_145","leishmania tropica;phlebotomus_sergentomyia"
"11838","fasciola hepatica","vectors","radix natalensis_radix natalensis_1_subs_11_14_17_18_155","5k7rXBHVTidx","X:\DRtemp\temp\disease_analyses/radix natalensis_radix natalensis_1_subs_11_14_17_18_155","radix natalensis_radix natalensis_1;11_14_17_18_155;","radix natalensis_radix natalensis","11_14_17_18_155",15,"fasciola hepatica;radix natalensis_radix natalensis;11_14_17_18_155","fasciola hepatica;radix natalensis_radix natalensis"
"11839","fasciola gigantica","vectors","radix natalensis_radix natalensis_1_subs_11_14_17_18_155","EJ1yKrugtuka","X:\DRtemp\temp\disease_analyses/radix natalensis_radix natalensis_1_subs_11_14_17_18_155","radix natalensis_radix natalensis_1;11_14_17_18_155;","radix natalensis_radix natalensis","11_14_17_18_155",15,"fasciola gigantica;radix natalensis_radix natalensis;11_14_17_18_155","fasciola gigantica;radix natalensis_radix natalensis"
"11876","sars coronavirus","hosts","rhinolophus_rhinolophus_2_subs_0_30_35_143_145","bel2vHEDEPSZ","X:\DRtemp\temp\disease_analyses/rhinolophus_rhinolophus_2_subs_0_30_35_143_145","rhinolophus_rhinolophus_2;0_30_35_143_145;","rhinolophus_rhinolophus","0_30_35_143_145",15,"sars coronavirus;rhinolophus_rhinolophus;0_30_35_143_145","sars coronavirus;rhinolophus_rhinolophus"
"11917","yersinia pestis","hosts","rhizomys_cannomys_2_subs_29_30_34_35_145","1aoKCZZ7XP43","X:\DRtemp\temp\disease_analyses/rhizomys_cannomys_2_subs_29_30_34_35_145","rhizomys_cannomys_2;29_30_34_35_145;","rhizomys_cannomys","29_30_34_35_145",15,"yersinia pestis;rhizomys_cannomys;29_30_34_35_145","yersinia pestis;rhizomys_cannomys"
"12126","clonorchis sinesis","vectors","tanakia_rhodeus_1_subs_0_30_35_145_161","RGEUZE3xZiU3","X:\DRtemp\temp\disease_analyses/tanakia_rhodeus_1_subs_0_30_35_145_161","tanakia_rhodeus_1;0_30_35_145_161;","tanakia_rhodeus","0_30_35_145_161",15,"clonorchis sinesis;tanakia_rhodeus;0_30_35_145_161","clonorchis sinesis;tanakia_rhodeus"
"1377","brucella abortus","hosts","bison bison_bison bonasus_1_subs_13_17_34_151_155","SOR8QV07PzzQ","X:\DRtemp\temp\disease_analyses/bison bison_bison bonasus_1_subs_13_17_34_151_155","bison bison_bison bonasus_1;13_17_34_151_155;","bison bison_bison bonasus","13_17_34_151_155",16,"brucella abortus;bison bison_bison bonasus;13_17_34_151_155","brucella abortus;bison bison_bison bonasus"
"11008","chikungunya","hosts","hylobates_symphalangus_1_subs_30_34_35_143_145","fqwi6h0L0nNX","X:\DRtemp\temp\disease_analyses/hylobates_symphalangus_1_subs_30_34_35_143_145","hylobates_symphalangus_1;30_34_35_143_145;","hylobates_symphalangus","30_34_35_143_145",16,"chikungunya;hylobates_symphalangus;30_34_35_143_145","chikungunya;hylobates_symphalangus"
"11094","rickettsia aeschlimannii","hosts","ixodes_rhipicephalus_1_subs_11_15_39_151_155","q2vg6p1Chvxx","X:\DRtemp\temp\disease_analyses/ixodes_rhipicephalus_1_subs_11_15_39_151_155","ixodes_rhipicephalus_1;11_15_39_151_155;","ixodes_rhipicephalus","11_15_39_151_155",16,"rickettsia aeschlimannii;ixodes_rhipicephalus;11_15_39_151_155","rickettsia aeschlimannii;ixodes_rhipicephalus"
"11323","yersinia pestis","vectors","megabothris_nosopsyllus_1_subs_15_21_34_145_161","QOvrxcHs9wIG","X:\DRtemp\temp\disease_analyses/megabothris_nosopsyllus_1_subs_15_21_34_145_161","megabothris_nosopsyllus_1;15_21_34_145_161;","megabothris_nosopsyllus","15_21_34_145_161",16,"yersinia pestis;megabothris_nosopsyllus;15_21_34_145_161","yersinia pestis;megabothris_nosopsyllus"
"1147","anaplasma phagocytophilum","hosts","alces alces_alces americanus_1_subs_21_39_151_154_155","d1QwHEkrUlgK","X:\DRtemp\temp\disease_analyses/alces alces_alces americanus_1_subs_21_39_151_154_155","alces alces_alces americanus_1;21_39_151_154_155;","alces alces_alces americanus","21_39_151_154_155",17,"anaplasma phagocytophilum;alces alces_alces americanus;21_39_151_154_155","anaplasma phagocytophilum;alces alces_alces americanus"
"1383","clonorchis sinesis","hosts","bithynia_bithynia_1_subs_30_35_143_145_161","vHqnpUlqBRll","X:\DRtemp\temp\disease_analyses/bithynia_bithynia_1_subs_30_35_143_145_161","bithynia_bithynia_1;30_35_143_145_161;","bithynia_bithynia","30_35_143_145_161",17,"clonorchis sinesis;bithynia_bithynia;30_35_143_145_161","clonorchis sinesis;bithynia_bithynia"
"1403","japanese encephalitis","hosts","botaurus_botaurus_1_subs_0_30_34_35_53_143","CqZE3K0QgMLq","X:\DRtemp\temp\disease_analyses/botaurus_botaurus_1_subs_0_30_34_35_53_143","botaurus_botaurus_1;0_30_34_35_53_143;","botaurus_botaurus","0_30_34_35_53_143",17,"japanese encephalitis;botaurus_botaurus;0_30_34_35_53_143","japanese encephalitis;botaurus_botaurus"
"1553","borrelia miyamotoi","hosts","cervus elaphus_cervus canadensis_1_subs_21_30_143_145_161","E2OsOUJN4lIq","X:\DRtemp\temp\disease_analyses/cervus elaphus_cervus canadensis_1_subs_21_30_143_145_161","cervus elaphus_cervus canadensis_1;21_30_143_145_161;","cervus elaphus_cervus canadensis","21_30_143_145_161",17,"borrelia miyamotoi;cervus elaphus_cervus canadensis;21_30_143_145_161","borrelia miyamotoi;cervus elaphus_cervus canadensis"
"1578","west nile","hosts","chrysomus_agelasticus_1_subs_5_13_21_29_39_155","g6S8G6sA9nlL","X:\DRtemp\temp\disease_analyses/chrysomus_agelasticus_1_subs_5_13_21_29_39_155","chrysomus_agelasticus_1;5_13_21_29_39_155;","chrysomus_agelasticus","5_13_21_29_39_155",17,"west nile;chrysomus_agelasticus;5_13_21_29_39_155","west nile;chrysomus_agelasticus"
"1880","zika","vectors","fredwardsius vittatus_aedes vittatus_1_subs_11_14_17_18_34_35","NC8VD3xDqdVi","X:\DRtemp\temp\disease_analyses/fredwardsius vittatus_aedes vittatus_1_subs_11_14_17_18_34_35","fredwardsius vittatus_aedes vittatus_1;11_14_17_18_34_35;","fredwardsius vittatus_aedes vittatus","11_14_17_18_34_35",17,"zika;fredwardsius vittatus_aedes vittatus;11_14_17_18_34_35","zika;fredwardsius vittatus_aedes vittatus"
"1955","ehrlichia chaffeensis","vectors","haemaphysalis_haemaphysalis_2_subs_5_11_17_21_39_154","9QxFrH2Ymlw3","X:\DRtemp\temp\disease_analyses/haemaphysalis_haemaphysalis_2_subs_5_11_17_21_39_154","haemaphysalis_haemaphysalis_2;5_11_17_21_39_154;","haemaphysalis_haemaphysalis","5_11_17_21_39_154",17,"ehrlichia chaffeensis;haemaphysalis_haemaphysalis;5_11_17_21_39_154","ehrlichia chaffeensis;haemaphysalis_haemaphysalis"
"11072","ehrlichia chaffeensis","vectors","ixodes ricinus_ixodes ovatus_1_subs_21_39_151_154_155","5k5ywx1d1dJL","X:\DRtemp\temp\disease_analyses/ixodes ricinus_ixodes ovatus_1_subs_21_39_151_154_155","ixodes ricinus_ixodes ovatus_1;21_39_151_154_155;","ixodes ricinus_ixodes ovatus","21_39_151_154_155",17,"ehrlichia chaffeensis;ixodes ricinus_ixodes ovatus;21_39_151_154_155","ehrlichia chaffeensis;ixodes ricinus_ixodes ovatus"
"11246","zika","second","macaca_macaca_1_subs_13_14_15_21_34_35","GgibDsLUzfZB","X:\DRtemp\temp\disease_analyses/macaca_macaca_1_subs_13_14_15_21_34_35","macaca_macaca_1;13_14_15_21_34_35;","macaca_macaca","13_14_15_21_34_35",17,"zika;macaca_macaca;13_14_15_21_34_35","zika;macaca_macaca"
