disease_name_join,vector_join_key,competence_disease_name,vector_competence_species,vector_competence_group,vector_competence_status,competence_statuses,vector_competence_evidence_types,transmission_demonstrated,natural_infection_reported,vector_role_hint,uncertainty_reason,competence_locations_summary,competence_source_examples,competence_note_examples,competence_row_count,vector_competence_name_cleanup_methods
west nile fever,culex pipiens s l,West Nile fever,Culex pipiens s.l.; Cx. pipiens s.l.,mosquito,mixed,competent; mixed; unclear,narrative_review; systematic_review,mixed,yes,bridge_vector|primary_vector,strain_dependent,Europe; Italy; Switzerland,Bellini et al. 2014; Hernández-Triana et al. 2014; Martinet et al. 2019; Vogels et al. 2017,major vector role in Europe; most important vector; transmission 0 to 60 percent; susceptible to infection but not competent for WNV lineage 1 FIN Italy; WNV detected in mosquito pools; bridge-vector risk,4,normalized_name; rule_expand_genus_abbreviation
west nile fever,culex quinquefasciatus,West Nile fever,Cx. quinquefasciatus,mosquito,competent,competent,narrative_review,yes,,candidate_vector|enzootic_vector|primary_vector,,Australia,Jansen et al. 2013,competent vector; primary enzootic vector candidate,1,rule_expand_genus_abbreviation
west nile fever,culex sitiens,West Nile fever,Cx. sitiens,mosquito,unclear,unclear,narrative_review,yes,,candidate_vector,low_competence_or_efficiency,coastal Australia,Jansen et al. 2013,poor laboratory vector; regional candidate,1,rule_expand_genus_abbreviation
west nile fever,culex spp,West Nile fever,Culex spp.,mosquito,competent,competent,narrative_review,yes,,primary_vector,,global,Gray and Webb 2014,primary vectors,1,normalized_name
west nile fever,culex squamosus,West Nile fever,Cx. squamosus,mosquito,unclear,unclear,narrative_review,,,candidate_vector,,northern Queensland,Jansen et al. 2013,WNVKUN isolate; regional candidate,1,rule_expand_genus_abbreviation
west nile fever,culex stigmatosoma,West Nile fever,Cx. stigmatosoma,mosquito,competent,competent,lab_experiment,yes,,,,California USA,Goddard et al. 2002,efficient laboratory vector,1,rule_expand_genus_abbreviation
west nile fever,culex tarsalis,West Nile fever,Culex tarsalis,mosquito,competent,competent,lab_experiment; narrative_review,yes,,primary_vector,,California USA; North America,Goddard et al. 2002; Gray and Webb 2014,major vector; most efficient laboratory vector,2,normalized_name
west nile fever,culex torrentium,West Nile fever,Culex torrentium,mosquito,competent,competent; unclear,narrative_review; systematic_review,yes,,,no_transmission_demonstrated|strain_dependent,France; The Netherlands; Switzerland; Germany; Germany,Martinet et al. 2019; Vogels et al. 2017,competent for lineages 1 and 2; infection and dissemination only; no transmission rate reported,2,normalized_name
west nile fever,culiseta inornata,West Nile fever,Culiseta inornata,mosquito,competent,competent,lab_experiment,yes,,secondary_vector,,California USA,Goddard et al. 2002,minor role; winter mosquito,1,normalized_name
west nile fever,ochlerotatus caspius,West Nile fever,Ochlerotatus caspius,mosquito,unclear,unclear,narrative_review,,,,field_detection_only,Italy,Engler et al. 2013,WNV-positive pools,1,normalized_name
west nile fever,ochlerotatus dorsalis,West Nile fever,Ochlerotatus dorsalis,mosquito,competent,competent,lab_experiment,yes,,,low_competence_or_efficiency,California USA,Goddard et al. 2002,low to moderate efficiency,1,normalized_name
west nile fever,ochlerotatus melanimon,West Nile fever,Oc. melanimon,mosquito,competent,competent,lab_experiment,yes,,,low_competence_or_efficiency,California USA,Goddard et al. 2002,low to moderate efficiency,1,rule_expand_genus_abbreviation
west nile fever,ochlerotatus sierrensis,West Nile fever,Oc. sierrensis,mosquito,competent,competent,lab_experiment,yes,,,low_competence_or_efficiency,California USA,Goddard et al. 2002,poor vector; transmitted at low levels,1,rule_expand_genus_abbreviation
yellow fever,aedes aegypti,Yellow fever,Aedes aegypti,mosquito,mixed,competent; mixed; not_competent,field_detection; lab_experiment; narrative_review; systematic_review,mixed,no,primary_vector|urban_vector,mixed_or_debated_evidence|population_dependent|strain_dependent,Africa; Caribbean; South America; Caribbean and the Americas; global; southeastern Brazil; sub-Saharan Africa,Abreu et al. 2019; Braack et al. 2018; Gabiane et al. 2022; Gabiane et al. 2024; Oyono et al. 2022; Shinde et al. 2022,15 populations; all transmitted 5 YFV genotypes; genotype and population effects; no evidence of YFV transmission in the outbreak survey; principal urban vector; urban cycle; urban vector; listed in YFV vector table; urban vector; susceptibility varies across studies; no YFV detected in the Brazil outbreak pools,6,normalized_name
yellow fever,aedes africanus,Yellow fever,Aedes africanus,mosquito,competent,competent,narrative_review; systematic_review,yes,,primary_vector|sylvatic_vector,,Africa; sub-Saharan Africa; tropical Africa,Braack et al. 2018; Gabiane et al. 2022; Oyono et al. 2022; Shinde et al. 2022,major sylvatic vector; primary sylvatic vector; principal sylvatic vector; sylvatic cycle,4,normalized_name
yellow fever,aedes albopictus,Yellow fever,Aedes albopictus,mosquito,mixed,competent; mixed; not_competent; unclear,field_detection; lab_experiment; narrative_review; systematic_review,mixed,no,bridge_vector,,Africa; Caribbean; South America; Ananindeua; Para; Brazil; global; southeastern Brazil; sub-Saharan Africa,Abreu et al. 2019; Braack et al. 2018; Damasceno-Caldeira et al. 2023; Gabiane et al. 2022; Oyono et al. 2022,bridge vector; no evidence of YFV transmission in the outbreak survey; potential bridge vector; experimental transmission; saliva positive; transmission to Callithrix at 21 dpi but not 14 dpi; table-listed in YFV vector row,5,normalized_name
yellow fever,aedes bromeliae,Yellow fever,Aedes bromeliae,mosquito,competent,competent,narrative_review,yes,,bridge_vector|semidomestic_vector,,Africa,Gabiane et al. 2022; Shinde et al. 2022,bridge vector; semi-domestic vector,2,normalized_name
yellow fever,aedes centropunctatus,Yellow fever,Aedes centropunctatus,mosquito,unclear,unclear,field_detection,,yes,,field_detection_only,sub-Saharan Africa,Oyono et al. 2022,positive only in reviewed studies,1,normalized_name
yellow fever,aedes dalzieli,Yellow fever,Aedes dalzieli,mosquito,unclear,unclear,field_detection,,yes,,field_detection_only,sub-Saharan Africa,Oyono et al. 2022,positive only in reviewed studies,1,normalized_name
yellow fever,aedes furcifer,Yellow fever,Aedes furcifer,mosquito,competent,competent; unclear,field_detection; narrative_review,yes,yes,bridge_vector|primary_vector|semidomestic_vector|sylvatic_vector,field_detection_only,Africa; sub-Saharan Africa,Gabiane et al. 2022; Oyono et al. 2022; Shinde et al. 2022,major sylvatic and bridge vector; positive only in reviewed studies; semi-domestic vector,3,normalized_name
yellow fever,aedes furcifer taylori,Yellow fever,Aedes furcifer-taylori; Aedes furcifer/taylori,mosquito,competent,competent; unclear,narrative_review,yes,,primary_vector|sylvatic_vector,,Africa; tropical Africa,Braack et al. 2018; Shinde et al. 2022,implicated in African transmission cycles; primary sylvatic vector,2,normalized_name
yellow fever,aedes keniensis,Yellow fever,Aedes keniensis,mosquito,competent,competent,narrative_review,yes,,bridge_vector,,Africa,Gabiane et al. 2022,bridge vector,1,normalized_name
yellow fever,aedes luteocephalus,Yellow fever,Aedes luteocephalis; Aedes luteocephalus,mosquito,competent,competent,narrative_review; systematic_review,yes,,primary_vector|semidomestic_vector|sylvatic_vector,,Africa; sub-Saharan Africa,Braack et al. 2018; Gabiane et al. 2022; Oyono et al. 2022; Shinde et al. 2022,major sylvatic vector; primary sylvatic vector; semi-domestic vector; sylvatic cycle,4,manual_map; normalized_name
yellow fever,aedes mcintoshi,Yellow fever,Aedes mcintoshi,mosquito,unclear,unclear,field_detection,,yes,,field_detection_only,sub-Saharan Africa,Oyono et al. 2022,positive only in reviewed studies,1,normalized_name
yellow fever,aedes metallicus,Yellow fever,Aedes metallicus,mosquito,competent,competent,narrative_review,yes,,primary_vector|sylvatic_vector,,Africa,Braack et al. 2018,primary sylvatic vector,1,normalized_name
yellow fever,aedes opok,Yellow fever,Aedes opok,mosquito,competent,competent,narrative_review; systematic_review,yes,,primary_vector|sylvatic_vector,,Africa; sub-Saharan Africa,Braack et al. 2018; Gabiane et al. 2022; Oyono et al. 2022,major sylvatic vector; primary sylvatic vector; sylvatic cycle,3,normalized_name
yellow fever,aedes scapularis,Yellow fever,Aedes scapularis,mosquito,unclear,unclear,field_detection,,yes,secondary_vector,,southeastern Brazil,Abreu et al. 2019,natural infection detected; potential local or secondary role,1,normalized_name
yellow fever,aedes simpsoni,Yellow fever,Aedes simpsoni,mosquito,competent,competent; unclear,narrative_review; systematic_review,yes,,sylvatic_vector,,sub-Saharan Africa; tropical Africa,Oyono et al. 2022; Shinde et al. 2022,implicated in African transmission cycles; sylvatic cycle,2,normalized_name
yellow fever,aedes simpsoni complex,Yellow fever,Aedes simpsoni complex,mosquito,unclear,unclear,narrative_review,,,,,Africa; Caribbean; South America,Braack et al. 2018,table-listed in YFV vector row,1,normalized_name
yellow fever,aedes taeniorhynchus,Yellow fever,Aedes taeniorhynchus,mosquito,unclear,unclear,field_detection,,yes,secondary_vector,,coastal lowlands; southeastern Brazil,Abreu et al. 2019,first natural infection; potential local or secondary role,1,normalized_name
yellow fever,aedes taylori,Yellow fever,Aedes taylori,mosquito,competent,competent,narrative_review; systematic_review,yes,,primary_vector|sylvatic_vector,,Africa; sub-Saharan Africa,Gabiane et al. 2022; Oyono et al. 2022,major sylvatic vector; sylvatic cycle,2,normalized_name
yellow fever,aedes vittatus,Yellow fever,Aedes vittatus,mosquito,competent,competent; unclear,narrative_review; systematic_review,yes,,bridge_vector|primary_vector|sylvatic_vector,,Africa; sub-Saharan Africa; tropical Africa,Braack et al. 2018; Gabiane et al. 2022; Oyono et al. 2022; Shinde et al. 2022,bridge vector; implicated in African transmission cycles; primary sylvatic vector; sylvatic cycle,4,normalized_name
yellow fever,anopheles funestus,Yellow fever,Anopheles funestus,mosquito,unclear,unclear,field_detection,,yes,,field_detection_only,sub-Saharan Africa,Oyono et al. 2022,positive only in reviewed studies,1,normalized_name
yellow fever,haemagogus capricorni,Yellow fever,Haemagogus capricorni,mosquito,competent,competent,narrative_review,yes,,sylvatic_vector,,South America; Caribbean,Braack et al. 2018,sylvatic cycle,1,normalized_name
yellow fever,haemagogus equines,Yellow fever,Haemagogus equines,mosquito,competent,competent,narrative_review,yes,,sylvatic_vector,,South America; Caribbean,Braack et al. 2018,sylvatic cycle,1,normalized_name
yellow fever,haemagogus janthinomys,Yellow fever,Haemagogus janthinomys,mosquito,competent,competent,field_detection; narrative_review,yes,yes,primary_vector|sylvatic_vector,,South America; South America; Caribbean; southeastern Brazil; Trinidad,Abreu et al. 2019; Braack et al. 2018; Gabiane et al. 2022; Shinde et al. 2022,primary vector; natural infection and high abundance; sylvatic cycle; sylvatic vector,4,normalized_name
yellow fever,haemagogus leucocelaenus,Yellow fever,Haemagogus leucocelaenus; Haemagogus leucocelanus,mosquito,competent,competent,field_detection; narrative_review,yes,yes,primary_vector|sylvatic_vector,,South America; South America; Caribbean; southeastern Brazil,Abreu et al. 2019; Braack et al. 2018; Shinde et al. 2022,primary vector; natural infection and high abundance; sylvatic cycle; sylvatic vector,3,manual_map; normalized_name
yellow fever,haemagogus mesodentatus,Yellow fever,Haemagogus mesodentatus,mosquito,competent,competent,narrative_review,yes,,sylvatic_vector,,South America; Caribbean,Braack et al. 2018,sylvatic cycle,1,normalized_name
yellow fever,haemagogus spegazzinii,Yellow fever,Haemagogus spegazzinii,mosquito,competent,competent,narrative_review,yes,,sylvatic_vector,,South America; Caribbean,Braack et al. 2018,sylvatic cycle,1,normalized_name
yellow fever,sabethes chloropterus,Yellow fever,Sabethes chloropterus,mosquito,competent,competent; unclear,field_detection; narrative_review,yes,yes,secondary_vector|sylvatic_vector,,South America; Caribbean; southeastern Brazil; Trinidad,Abreu et al. 2019; Braack et al. 2018; Gabiane et al. 2022,natural infection detected; potential local or secondary role; sylvatic cycle,3,normalized_name
zika virus disease,aedes aegypti,Zika virus disease,Aedes aegypti,mosquito,mixed,competent; mixed,lab_experiment; narrative_review; systematic_review,mixed,yes,primary_vector|urban_vector,temperature_dependent,French Polynesia; global; United States,Bisia et al. 2023; Delrieu et al. 2023; Dodson et al. 2018; Epelboin et al. 2017; Evans et al. 2017; Gardner et al. 2017; Gutierrez-Bugallo et al. 2019; Lourenço-de-Oliveira and Failloux 2017; Richard et al. 2016,"known vector in Table 1; late transmission but infectious saliva detected; main vector; main vector; field infection also reported; positive control; infected, disseminated, and transmitted; primary vector; temperature-dependent ZIKV transmission across studies; urban cycle",9,normalized_name
zika virus disease,aedes africanus,Zika virus disease,Aedes africanus,mosquito,unclear,unclear,narrative_review,,yes,,field_detection_only,Africa,Epelboin et al. 2017,field infection only,1,normalized_name
zika virus disease,aedes albopictus,Zika virus disease,Aedes albopictus,mosquito,mixed,competent; mixed; unclear,narrative_review; systematic_review,mixed,yes,primary_vector|secondary_vector,mixed_or_debated_evidence|temperature_dependent,Europe; global,Bisia et al. 2023; Delrieu et al. 2023; Epelboin et al. 2017; Evans et al. 2017; Gardner et al. 2017; Gutierrez-Bugallo et al. 2019; Schulz and Becker 2018,"competent and field infected; established secondary vector; known vector in Table 1; potential major vector; mixed evidence across studies; relative competence treated as scenario uncertainty; temperature-dependent competence; 18 C not competent, 27 C competent; temperature-dependent ZIKV transmission across studies",7,normalized_name
zika virus disease,aedes apicoargenteus,Zika virus disease,Aedes apicoargenteus,mosquito,unclear,unclear,narrative_review,,yes,,,global,Gutierrez-Bugallo et al. 2019,infected only once,1,normalized_name
zika virus disease,aedes camptorhynchus,Zika virus disease,Aedes camptorhynchus,mosquito,mixed,mixed,narrative_review; systematic_review,yes,,,,Australia,Bisia et al. 2023; Gutierrez-Bugallo et al. 2019,lab transmission in review summary; local Australian vector; temperature-sensitive,2,normalized_name
zika virus disease,aedes detritus,Zika virus disease,Aedes detritus,mosquito,mixed,mixed,systematic_review,yes,,,temperature_dependent,temperate regions,Bisia et al. 2023,transmission at higher temperature,1,normalized_name
zika virus disease,aedes furcifer,Zika virus disease,Aedes furcifer,mosquito,competent,competent,narrative_review,yes,,,,Africa,Evans et al. 2017,known vector in Table 1,1,normalized_name
zika virus disease,aedes hensilli,Zika virus disease,Aedes hensilli,mosquito,mixed,competent; mixed; unclear,lab_experiment; narrative_review,mixed,mixed,,field_detection_only|no_transmission_demonstrated,Yap; Yap Island,Epelboin et al. 2017; Evans et al. 2017; Gutierrez-Bugallo et al. 2019; Ledermann et al. 2014; Lourenço-de-Oliveira and Failloux 2017,disseminated infections but no confirmed transmission; field association; no transmission confirmed; high infection and dissemination but no field virus isolate and no transmission demonstrated; known vector in Table 1; outbreak-associated; no confirmed transmission,5,normalized_name
zika virus disease,aedes japonicus,Zika virus disease,Aedes japonicus,mosquito,mixed,mixed,systematic_review,yes,,,temperature_dependent,temperate regions,Bisia et al. 2023,transmission at higher temperature,1,normalized_name
zika virus disease,aedes luteocephalus,Zika virus disease,Aedes luteocephalus,mosquito,competent,competent,narrative_review,yes,yes,,,Africa; Senegal,Epelboin et al. 2017; Evans et al. 2017,known vector in Table 1; saliva positive in review summary,2,normalized_name
zika virus disease,aedes notoscriptus,Zika virus disease,Aedes notoscriptus,mosquito,mixed,mixed,narrative_review; systematic_review,mixed,,,mixed_or_debated_evidence,Australia,Bisia et al. 2023; Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,lab transmission in review summary; local Australian vector; temperature-sensitive; one positive and one negative study in review,3,normalized_name
zika virus disease,aedes polynesiensis,Zika virus disease,Aedes polynesiensis,mosquito,mixed,mixed; unclear,lab_experiment; narrative_review,mixed,yes,,low_competence_or_efficiency|no_transmission_demonstrated,French Polynesia,Gutierrez-Bugallo et al. 2019; Lourenço-de-Oliveira and Failloux 2017; Richard et al. 2016,outbreak-associated; no confirmed transmission; weak competence; no infectious saliva; weak competence; no infectious saliva at sampled time points,3,normalized_name
zika virus disease,aedes taylori,Zika virus disease,Aedes taylori,mosquito,competent,competent,narrative_review,yes,,,,Africa,Evans et al. 2017,known vector in Table 1,1,normalized_name
zika virus disease,aedes vexans,Zika virus disease,Aedes vexans,mosquito,mixed,mixed,narrative_review; systematic_review,mixed,yes,,temperature_dependent,Mexico; temperate regions,Bisia et al. 2023; Gutierrez-Bugallo et al. 2019,field detection and lab transmission; transmission at higher temperature,2,normalized_name
zika virus disease,aedes vittatus,Zika virus disease,Aedes vittatus,mosquito,competent,competent,narrative_review,yes,yes,,,Africa; Senegal,Epelboin et al. 2017; Evans et al. 2017,known vector in Table 1; saliva positive in review summary,2,normalized_name
zika virus disease,anopheles freeborni,Zika virus disease,Anopheles freeborni,mosquito,not_competent,not_competent,lab_experiment,no,,,no_infection_detected,United States,Dodson et al. 2018,unable to be infected,1,normalized_name
zika virus disease,anopheles gambiae s l,Zika virus disease,Anopheles gambiae s.l.,mosquito,unclear,unclear,narrative_review,,yes,,,Africa,Gutierrez-Bugallo et al. 2019,infected only once,1,normalized_name
zika virus disease,anopheles quadrimaculatus,Zika virus disease,Anopheles quadrimaculatus,mosquito,not_competent,not_competent,lab_experiment,no,,,no_infection_detected,United States,Dodson et al. 2018,unable to be infected,1,normalized_name
zika virus disease,culex coronator,Zika virus disease,Culex coronator,mosquito,unclear,unclear,narrative_review,,yes,,field_detection_only,Mexico,Gutierrez-Bugallo et al. 2019,field detection only,1,normalized_name
zika virus disease,culex pipiens,Zika virus disease,Culex pipiens,mosquito,not_competent,not_competent; unclear,lab_experiment; narrative_review,no,no,,limited_or_indirect_support|population_dependent|predicted_only|temperature_dependent,global; Italy; United States,Epelboin et al. 2017; Evans et al. 2017; Huang et al. 2016; Lourenço-de-Oliveira and Failloux 2017; Schulz and Becker 2018,GBM predicted; not a known vector; not competent at tested temperatures; refractory in California and New Jersey populations; review says populations proved incompetent; review treats as refractory overall,5,normalized_name
zika virus disease,culex pipiens biotype molestus,Zika virus disease,Culex pipiens biotype molestus,mosquito,not_competent,not_competent,narrative_review,no,,,temperature_dependent,Germany,Schulz and Becker 2018,not competent at tested temperatures,1,normalized_name
zika virus disease,culex pipiens biotype pipiens,Zika virus disease,Culex pipiens biotype pipiens,mosquito,not_competent,not_competent,narrative_review,no,,,temperature_dependent,Germany,Schulz and Becker 2018,not competent at tested temperatures,1,normalized_name
zika virus disease,culex quinquefasciatus,Zika virus disease,Culex quinquefasciatus,mosquito,mixed,mixed; not_competent; unclear,lab_experiment; narrative_review; systematic_review,mixed,mixed,,limited_or_indirect_support|mixed_or_debated_evidence|population_dependent|predicted_only,global; United States,Bisia et al. 2023; Epelboin et al. 2017; Evans et al. 2017; Gutierrez-Bugallo et al. 2019; Huang et al. 2016; Lourenço-de-Oliveira and Failloux 2017,"controversial; some positive, many negative studies; debated role; GBM predicted; not a known vector; not found competent; refractory in Florida population; review says populations proved incompetent",6,normalized_name
zika virus disease,culex tarsalis,Zika virus disease,Culex tarsalis,mosquito,not_competent,not_competent; unclear,lab_experiment; narrative_review,no,yes,,field_detection_only|no_infection_detected,Mexico; United States,Dodson et al. 2018; Gutierrez-Bugallo et al. 2019,field detection only; unable to be infected,2,normalized_name
zika virus disease,culex torrentium,Zika virus disease,Culex torrentium,mosquito,not_competent,not_competent,narrative_review,no,,,temperature_dependent,Germany,Schulz and Becker 2018,not competent at tested temperatures,1,normalized_name
zika virus disease,psorophora ferox,Zika virus disease,Psorophora ferox,mosquito,unclear,unclear,narrative_review,,no,,limited_or_indirect_support|predicted_only,global,Evans et al. 2017,GBM predicted; not a known vector,1,normalized_name
zika virus disease,runchomyia frontosa,Zika virus disease,Runchomyia frontosa,mosquito,unclear,unclear,narrative_review,,no,,limited_or_indirect_support|predicted_only,global,Evans et al. 2017,GBM predicted; not a known vector,1,normalized_name
